gene	zcount_DGC1	zcount_DGC2	zcount_DGC3	zcount_DGH1	zcount_DGH2	zcount_DGH3	zcount_dugill1	zcount_dugill2	zcount_dugill3	zcount_WGC1	zcount_WGC2	zcount_WGC3	zcount_WGH1	zcount_WGH2	zcount_WGH3	zcount_wtgill1	zcount_wtgill2	zcount_wtgill4
a1cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2ml	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aaas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aacs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadacl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aadat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aaed1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aagab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aagab_1	60.221931441908	59.3246602451709	60.1108831361185	48.0207585743609	32.3827738988779	74.0609071921079	66.307277071809	92.9985399816701	86.0858547292561	50.3282973878301	59.9755521828658	61.6885866228026	65.7280822374715	69.051544253212	61.6752324247198	105.421136696708	78.0707586538444	84.2092372457575
aak1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aak1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aamdc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aamp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aanat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aanat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aars_1	150.008830076327	139.53348707379	131.232896271235	321.386921029855	257.415237274376	363.90020393341	62.4766069330624	187.401071199953	183.55265351319	159.285123438901	180.411605590369	153.18699834343	212.239706707422	279.57310850889	287.90095082356	202.962236504343	228.378743391394	89.0887478448742
aars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aars2_1	11.5041812773897	8.57715467382536	14.3733867384602	3.60201391773373	1.97764967529502	2.9228233337706	20.2447345505278	11.8402164300443	13.9145192574167	15.2021177341162	12.8515574328211	9.4332236091363	9.77879968428809	8.23039955406864	7.6900815952969	16.0812442368992	6.51212189883549	17.6204359548144
aarsd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aasdh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aasdhppt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aatf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aatf_1	32.9689121223917	43.7245786536491	40.0689886623428	19.9891675360862	18.5604119579807	28.6235977811063	11.1234635059378	25.4282488612256	18.1307284953864	30.8020058419769	42.1685864290014	48.9583713946536	21.6611504839854	25.2631247038595	33.0441802539365	32.1482568107349	33.3750998648893	47.2483725484876
aatka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aatkb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aatkb_1	9.37936572442491	10.082671935577	8.18647963586624	5.95585170832234	3.70807046587002	7.83804661996963	15.4176951561185	5.93456423340195	6.30187633115282	11.1912259346974	16.2222575200176	17.4145067296093	9.0761975271621	8.16321517143976	14.288792283207	7.82749124328728	3.20303571909674	25.0255491938641
aatkb_2	5.02725327610924	2.49270128265712	3.46956471501488	5.41475584065519	4.3954425069927	5.64721822257342	4.73845904097474	8.00799350174753	5.52837708966247	4.44852402580883	5.54134167070495	3.91905870225662	2.7520269456232	0.44676503605198	3.23441390915238	20.9310742225463	6.8683683888129	15.792132169936
abat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abca5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb3l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcb9_1	69.5740697005129	77.0797677588394	75.8591545462471	33.3718838973977	14.6287414833882	25.3361988018089	24.7422729998104	88.5044019299423	86.4385212911643	82.5930112073626	67.0711521228081	76.8830646400978	56.995405010983	47.3641542949705	40.4861693169445	80.5702533491209	92.8484185614404	90.2480925627654
abcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc10_1	9.77926659479666	8.67900429771098	10.170627630091	27.2103949894038	17.4445874783979	21.7012609328622	21.674887132645	49.5432310131426	37.0418239065998	13.4927533489023	13.317899882016	9.84708622265039	28.7229512667311	22.2638804236166	24.8585613096456	47.1806710703465	29.952787639343	30.4784951995232
abcc10_2	9.57553187407172	7.69478731549633	9.97690138951784	23.0410602732855	15.562078038283	20.4492651098124	20.9116868814955	41.475846652765	36.6856525228824	13.3330757944774	12.4098612536968	7.66781304222776	25.2655589846246	22.170334707551	21.8707534599286	42.4341246849999	25.9855309983704	27.5073211391924
abcc12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc13_1	1.72109026552067	2.51950668128249	2.3184339402566	1.08135565270922	2.29708256500589	2.15446977237147	4.94292118677927	0.534516559090212	3.25956562922116	0.78686325734211	2.41489407220655	1.25005161266523	1.74742858750811	0.395123179615185	0.67306963186859	0	4.18927537320632	0.404832159588542
abcc13_2	12.1331488366305	6.21660732150683	8.51548387509753	5.1340050501041	3.73701107368177	1.77526040326815	41.5555385811565	2.1532427428654	8.45927261847267	3.16979440521574	4.29182747475531	9.61360739998917	5.65660367476083	1.85699667360693	1.35569448281538	2.15370836101502	10.1256284489014	5.70788057377848
abcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc2_1	21.5904762928446	17.0491845248029	27.9324304483301	5.92547090997343	5.88257632620487	10.4895274974035	33.4403485681166	17.1179173439838	5.4439498784459	42.8734396533835	38.6556958011913	29.8550890255209	18.6086602614277	4.28943659894428	17.2927807468772	22.1516990674905	21.1222620383012	45.4133133767367
abcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc4_1	67.658015704876	35.2188823731783	56.9718019138015	22.8349016394457	34.1822418955614	55.134396477944	32.7344456189522	38.0457100084341	36.821661073559	43.5631557527724	45.2826292056517	35.7145278507376	27.7554513390414	15.9136534759843	23.1427291459915	51.2826194278228	44.245119019992	60.96911204038
abcc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc6b.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc8_1	2.36520896421133	1.71616245979049	2.15123454611807	1.99371142692173	2.78724543044999	0.702161482863959	3.54407549009624	3.73667268893402	2.6966644789027	2.33732176037371	2.13888648802542	1.46665187831421	7.24895990630962	5.47719906000361	3.49878520026778	4.5041434181355	2.60321645083103	5.32152023807901
abcc8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcd3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcd3a_1	28.1414945166929	33.3291979209204	27.4495978626262	13.2975761196519	14.5391717667307	16.1158840558401	116.709497592373	43.1354577042033	69.0348993820162	31.5898277853537	55.2052774731035	46.6093801414587	27.6504693071523	9.00322431324451	18.5315742887845	52.2813281110798	60.4556392347953	58.9339978790021
abcd3a_2	39.4669680739263	50.7260529061277	42.3482804224027	45.6290304543642	19.6277624831831	13.3504636447909	173.616378271451	70.1696599465019	29.4343327039916	26.959367311671	42.3171134329396	25.2465939935862	39.7033187181647	53.034295595768	47.3652393669972	86.7187605785673	60.9885939866185	139.505882536132
abcd3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abce1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcf2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcf2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcf3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg2b_1	0	0	0.52098483867656	0.590132856398121	0	1.87054004077976	0.820984825899935	0.510482023449914	0.718384446802998	0	0	0	0.238407923682255	0.503141955876884	0	0.510592410305258	0.266726974488652	10.8256087134345
abcg2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg5_1	0	0	0	0	0	0	10.7625354988289	0	0	0.388232573903528	0	0	1.07771059950815	0.227442700112798	0	0.692431917675412	0	53.3641974105595
abcg8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abcg8_1	0	0	0	0	0	0	10.3863569361297	0	0.216389281056475	0	0	0	0.215437233225279	0.227332022399848	0	0.692094967837127	0	42.6239999385372
abch1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abch1_1	13.7415216880194	17.6599365594648	15.6797623511729	18.2282592517434	12.652618751195	15.407463335046	7.58599783329063	13.0725926076215	12.5172923754719	17.1185507145969	18.0513018872819	6.41818316041358	18.0009845157084	8.23553397041928	14.255029192208	10.1098603845984	10.703358363245	31.1657837592519
abhd10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd10b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd10b_1	23.280662943312	32.5659049606684	25.826498839665	43.1849722172932	79.6716283384214	73.00432442547	64.6003738006857	30.929370360627	44.8448446914878	34.1272882993994	38.4300416086988	40.6500797646153	43.1467831711559	46.7167306031687	59.1786491855578	50.2208742551305	99.9019101752982	44.6195942674184
abhd11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd12_1	77.0057240278653	80.7974730276156	86.8071361303635	91.1979594460645	81.9926556845361	83.2710616099179	30.2825313898556	158.102401453816	102.337308756079	126.44176515322	94.5601297787251	58.5301252096014	113.106760839503	75.5147152215603	78.8979368078618	120.14484219063	65.476174235416	126.546281425428
abhd13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd15a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd15a_1	1.46125530716088	3.11702366382136	0	3.8223028608191	3.34335324500447	2.28056978628018	1.56398114659026	15.7540366272601	6.20398812778658	13.5795374772715	11.3714936415655	3.80424742092894	11.6267151882596	8.43469900098245	15.4292996519273	2.52897237939664	1.42272627877636	1.57126485576316
abhd16a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd17aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd17ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd17ab_1	83.9800986597075	74.9452590721522	87.1063219732134	37.3023290768859	34.9299903290189	43.4964890223436	44.0968759714592	67.1266304576572	54.3497744253512	69.4762390049623	59.4502125156556	58.2233635470773	44.1942696792448	41.5259827583721	49.8949367076172	69.3150809366544	43.6783061398084	72.7677833975427
abhd17b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd17c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd17c_1	53.1199419233089	48.1256591558991	68.1714082389623	29.0073244939832	23.56891738652	30.4367391520526	45.6424400799879	59.7020747633332	58.2840854885027	61.8670363981535	47.8290404671161	43.7079930242193	42.3488721215123	39.7407748467992	30.7247440468732	82.7355441105917	60.5803275628033	79.8618022657508
abhd18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd2b_1	3.63746596889791	1.36925794665613	0.741166122642266	1.11938377357642	0.96029133237321	0	0	2.66282336389464	1.13554640595264	0.203633735137346	1.02933717167778	0.20586558966123	0.226110068579135	0.954376518961567	0.914470627261703	2.42127197634542	0.758904992275935	0.488913745338971
abhd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd6b_1	0	0.340315696820602	0	0	0	0.529107822654684	3.48340172512456	3.60992047809022	0.338674769665694	0	1.1512426783007	1.53497648346035	6.74369404840743	7.47183048489371	5.00022045442056	0.722140217773698	0.377236855769556	0.72908843364334
abhd8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abhd8b_1	19.0858853142962	7.4675617279492	14.1886631491003	3.36387804535532	0.855047943968505	1.89554862522674	6.23970868361329	9.37618977109422	6.36990410913518	9.92707513578492	12.8886565195159	16.084899206389	1.05697974077273	2.70867810454934	5.49618055716431	4.20402843696427	5.23692760586229	7.18296333363625
abi1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi2a_1	53.3879537392691	45.0892542810747	49.7890122265801	43.1273379000213	24.032800637032	32.247279790815	73.0746912518351	26.3057928683436	35.8974750814172	69.2017707211047	47.7930285372449	56.1308837425057	33.059071701885	36.2985696916649	35.5336279187779	47.3606662400351	32.9874787560829	57.4762262822759
abi2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi3bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi3bpb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abi3bpb_1	142.655543861797	82.3471453336932	130.466136529081	14.748134853676	12.5659874852543	20.034454811944	15.9114570789494	83.0543456460672	58.8672745891922	394.225067903357	392.183681969184	169.492685085496	49.3671372691147	28.8691688704009	54.9142834880316	167.576891834763	146.512226031471	189.434135728029
abi3bpb_2	212.618357004768	203.495475663532	184.708220488188	70.740400596879	52.8006137916043	67.8376722918434	13.9696541375334	125.107540814054	94.3850270008587	431.104982353923	420.480996835659	177.948278674643	79.3172598063609	59.4181611883847	77.7073249792967	258.697943291035	132.634146553964	224.136461993406
abl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ablim1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ablim1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ablim1b_1	19.4021967067182	21.4725965868065	29.8874814947415	32.182496950233	24.8596547919936	31.7949002812632	447.137080047431	40.8543319156192	34.5975264700593	75.7284504167291	31.8996378943636	25.5194816462282	20.9373439246626	14.2537698255282	30.0470913348018	86.7890257150449	56.6718525887216	82.8777790754505
ablim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ablim2_1	2.33403192168357	1.88606968770148	2.92957165525218	7.64237752699391	6.44118333712961	8.0321655316889	14.8288030005318	2.0006604609625	3.10108991699396	32.1957305001883	16.1819775130937	17.8277560503142	13.731010077624	6.60155671947879	6.24337241244079	8.00437233861181	2.54518916599595	9.83821147897366
ablim3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ablim3_1	4.30014286878114	6.56868077802941	7.11112712548601	12.2838073454998	11.9775845028679	13.7871381263736	60.2319545506576	4.00646778823397	5.2296064396449	14.0671172092233	8.14768982124072	7.40692437627139	7.97260279295091	6.18082433559012	6.14172947065977	12.1962343652298	10.1938520878441	7.91587469713648
ablim3_2	5.24652550062771	7.73525670957501	3.38525010368786	5.65092965032721	6.92541594396591	9.46761956994004	39.5882511711163	4.88821791736681	4.74980449523411	11.0142224695835	4.45401587214385	4.45397596195237	6.6856957957259	4.8179317012476	7.91396016874439	12.5724212941905	6.93254352919567	4.05483270858107
abo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abraa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abrab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abracl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abraxas2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abraxas2a_1	48.1421116420341	43.5474310520566	65.5911081642285	50.692037280156	27.4424497610118	66.2337620795594	25.8401495202743	63.9340880831144	51.5024826989075	45.6156823803853	58.7125635688454	62.3415088827082	58.4670177754069	43.2195742162083	57.7455479944546	86.3799037188245	32.1812875914826	74.3659904456975
abraxas2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abtb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abtb2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abtb2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abtb2b_1	145.725710403043	123.680098006775	101.941785779171	438.990829398501	459.889006247098	470.741678403759	72.4435645447634	51.0082331279228	217.994091249167	142.609311752659	106.296349642453	150.511565583738	114.783854297181	159.22102971244	306.400735451785	79.7775117217156	230.129229090403	37.5303635775582
acaa1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acaa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acaca_1	65.5417087097211	70.2061412406838	77.8010061455431	76.1755146586961	73.8369355823493	95.5820852918444	57.4636738283136	114.235249963207	81.4322864439805	96.1904362286712	95.5909927593384	76.4238006290367	63.4584519506741	58.0599827846188	53.0035680225394	86.9307443722078	98.6587404220351	145.590239797607
acacb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acad11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acad11_1	15.9468068137575	21.70057222596	23.7061902520713	38.4645469268606	19.9231833513827	22.6972071809159	60.5788935773317	45.2009857373162	52.4192285547337	18.1314039293992	20.0209488292559	22.4232617634184	34.0105481167165	32.7945261187806	28.1953029043547	60.9089405800502	33.0207994416952	30.4305095641972
acad8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acad8_1	101.560464140684	104.612798149515	90.1332136691138	65.6332696423472	39.4325558769553	50.433290101314	160.480928599598	63.3697189890425	68.0605160680442	65.3670449310999	66.7546639276732	18.2887851432254	24.6403891794139	26.8486957489475	41.8838242848753	82.3124078656624	33.5601591421947	52.9899091794882
acad9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acadl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acadl_1	226.883975381812	260.976134913131	202.883414724622	121.869594170293	105.363542225485	81.4719063792935	1361.63107934275	230.008867342303	281.03979780054	256.596387456037	206.085075817263	254.052884801472	166.500871054271	192.426510225646	159.641248801581	271.414377522655	218.898713803265	152.63599034728
acadm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acads	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acadsb	204.307468935803	273.022807269423	251.719518874955	108.141592005155	81.9845281628183	87.6867961285325	499.00545770377	179.205109714038	125.520680725737	287.770100731982	369.150841451418	250.453737805447	196.088670695683	187.349367134911	184.566370267387	190.39560360178	267.121785500804	243.03052361897
acadvl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acanb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acanb_1	1.97053168876753	1.15386574544984	2.70649773843142	0.707473669678058	0	3.58795905046146	0.164037962308606	7.03783011735613	2.10522044255718	1.28700727372151	6.18034239198786	1.21437218502123	0.762166583650436	0.603185675960861	0.64218258667901	9.07974385930503	2.23833695376242	3.19303706849418
acap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acap1_1	225.631825845447	227.120303387522	286.855403523023	148.000538460951	93.8778605737601	83.3747579244721	150.912659606206	383.201368879291	337.263416888606	262.383255275412	261.364125830664	208.841983993767	296.915555155714	296.532224945835	278.270960563026	361.457112207976	238.990316401219	346.570665200824
acap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acap3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acap3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd5b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acbd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
accs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ace	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ace2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acer2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acer3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ache	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acin1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acin1a_1	457.954579920595	512.834018377512	508.902773912792	272.25573195696	210.834911686533	224.824426483846	185.930449113047	328.60267880354	309.88543131798	436.331464318396	537.853532440716	505.10309951435	298.44808028371	371.931070124762	332.692161542665	279.34113300655	370.412959805043	346.421639630045
acin1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ackr3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ackr3a_1	6.10599264393738	6.77449667606495	4.88929296486353	1.0384176067574	1.18777664484317	0	0	9.58145412554887	4.49455436584769	8.56367973187833	8.27566278202344	4.07413593992863	2.23738983842298	2.95115164896833	1.13110138229843	10.4819815880576	5.94499547750039	17.8396379308429
ackr3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ackr3b_1	177.279183486759	197.696011877187	175.562880312836	61.6678171719736	77.009052151307	54.8745180099519	45.25694746904	102.039611258876	74.8403051410243	550.214147204606	516.08638221165	507.757858501973	337.813812133612	466.202582632551	512.417344835778	184.787927202461	165.956366837843	87.9701467116776
ackr4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ackr4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ackr4b_1	84.2362636146209	100.449560057556	92.9048693874015	59.55298447597	48.3235131101718	43.2384061929915	40.0084247217066	79.6942342201184	96.0409601697822	84.8171866496548	84.1327757177382	117.293377884239	84.3087045304034	85.9258026885964	67.0860975598664	116.26423965041	91.6775794996436	60.9146105583825
aclya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aclyb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acmsd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aco1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
