gene	zcount_DGC1	zcount_DGC2	zcount_DGC3	zcount_DGH1	zcount_DGH2	zcount_DGH3	zcount_dugill1	zcount_dugill2	zcount_dugill3	zcount_WGC1	zcount_WGC2	zcount_WGC3	zcount_WGH1	zcount_WGH2	zcount_WGH3	zcount_wtgill1	zcount_wtgill2	zcount_wtgill4
trnah-gug_286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_288	0	0	0	0	0	0	0	0	0	0	0	0	0	6.48843480599565	0	0	0	0
trnah-gug_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnah-gug_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40655476984368	0	0
trnai-aau_248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06546616296584	0	0	0
trnai-aau_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_270	0	0	0	0	0	0	0	0	0	0	0	0	5.98275019294524	0	0	0	0	0
trnai-aau_271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_275	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31307170313091	0	0	0	0
trnai-aau_276	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6261434062618	0	0	0	0
trnai-aau_277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trnai-aau_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
