gene	zcount_A1	zcount_A2	zcount_A3	zcount_A4	zcount_A5	zcount_A6
lck	0	0	0	0	0	0
lck_1	11.7842867602383	12.4738276098211	8.14210894836124	8.31805000972634	14.2919128105254	9.09186459589026
lclat1	0	0	0	0	0	0
lcmt1	0	0	0	0	0	0
lcmt1_1	41.647743121225	61.1086055470725	58.1771034310473	73.8855972394197	68.7326373543143	67.2992112436005
lcmt2	0	0	0	0	0	0
lcmt2_1	13.6737758990179	11.3138126241029	9.54636787750249	11.9322938672802	12.6836240601056	7.22202437655743
lcn15	0	0	0	0	0	0
lcor	0	0	0	0	0	0
lcorl	0	0	0	0	0	0
lcorl_1	49.0942360343196	48.3353582110952	31.3487432172265	64.9292848061269	53.9538402794764	44.0879017919381
lcorl_2	45.0722162947468	36.0938997159477	23.7127147082736	55.7133478271685	40.4303895478471	43.6225701802109
lcorl_3	34.9815591024637	65.3299949059395	38.3323603872205	46.1921880368563	64.2719829856084	51.0194438752641
lcp1	0	0	0	0	0	0
lcp2a	0	0	0	0	0	0
lcp2b	0	0	0	0	0	0
lcp2b_1	13.9695982520764	24.5882495772774	13.1220792134026	12.7327618409087	16.688365771059	19.1511149181725
lcp2b_2	15.7838317913072	26.8999653495	15.0726585559355	15.9159523011359	21.007707500039	20.6082649662943
lct	0	0	0	0	0	0
lctla	0	0	0	0	0	0
lctla_1	10.1438045950349	10.4200888590299	8.41812291683822	5.149096311547	7.8706444596459	10.9801444346355
lctlb	0	0	0	0	0	0
ldah	0	0	0	0	0	0
ldb1a	0	0	0	0	0	0
ldb1b	0	0	0	0	0	0
ldb2a	0	0	0	0	0	0
ldb2b	0	0	0	0	0	0
ldb2b_1	2.1122266569849	0.889726211174259	1.12609966299483	3.03221349856074	1.14291048374563	1.43210293350273
ldb2b_2	0.193119072888848	2.12518789093161	1.88756932876764	0.903573183517658	2.40339249700229	0.997127571826503
ldb3a	0	0	0	0	0	0
ldb3a_1	32.4838241145853	34.9406537505906	7.77553105672107	15.8965582404265	21.522564492727	27.3833523501598
ldb3b	0	0	0	0	0	0
ldha	0	0	0	0	0	0
ldhba	0	0	0	0	0	0
ldhbb	0	0	0	0	0	0
ldhd	0	0	0	0	0	0
ldlra	0	0	0	0	0	0
ldlrad2	0	0	0	0	0	0
ldlrad3	0	0	0	0	0	0
ldlrad4a	0	0	0	0	0	0
ldlrad4b	0	0	0	0	0	0
ldlrap1a	0	0	0	0	0	0
ldlrap1b	0	0	0	0	0	0
ldlrb	0	0	0	0	0	0
leap2	0	0	0	0	0	0
lect1	0	0	0	0	0	0
lect2l	0	0	0	0	0	0
lef1	0	0	0	0	0	0
leg1.1	0	0	0	0	0	0
leg1.2	0	0	0	0	0	0
lemd3	0	0	0	0	0	0
lenep	0	0	0	0	0	0
leng1	0	0	0	0	0	0
leng8	0	0	0	0	0	0
leng8_1	142.385779711591	76.8379234407256	32.7851448575259	151.81678493586	47.189394848417	58.8299046023266
leng9	0	0	0	0	0	0
leng9_1	1513.43228443101	1546.09222109299	2596.02171413923	1622.1971892918	1958.01692784534	1883.18370474152
leo1	0	0	0	0	0	0
lepa	0	0	0	0	0	0
lepb	0	0	0	0	0	0
lepr	0	0	0	0	0	0
lepr_1	17.4895624934777	28.7973513999512	10.8672250403238	29.6636864565476	23.1179176933835	32.3945829127693
lepr_2	26.4496180098602	23.5234232657441	19.1134590900147	42.8151997562705	33.5070038128513	43.4367112194401
leprot	0	0	0	0	0	0
letm1	0	0	0	0	0	0
letm1_1	256.766076856712	304.805303957941	158.928032436977	309.184536768733	272.988591662541	270.111884918701
letm2	0	0	0	0	0	0
letm2_1	100.154335989296	103.904541902545	69.1161024453596	102.024813303356	117.318442037806	119.336477859537
letmd1	0	0	0	0	0	0
letmd1_1	56.7811180606726	51.3459473982244	39.0280168329771	67.2744364249559	71.3586195034322	47.0764068969174
lfng	0	0	0	0	0	0
lft1	0	0	0	0	0	0
lft2	0	0	0	0	0	0
lgals1l1	0	0	0	0	0	0
lgals2a	0	0	0	0	0	0
lgals2b	0	0	0	0	0	0
lgals3a	0	0	0	0	0	0
lgals3b	0	0	0	0	0	0
lgals3bpa	0	0	0	0	0	0
lgals3bpb	0	0	0	0	0	0
lgals8a	0	0	0	0	0	0
lgals8b	0	0	0	0	0	0
lgals9l1	0	0	0	0	0	0
lgals9l3	0	0	0	0	0	0
lgals9l4	0	0	0	0	0	0
lgals9l5	0	0	0	0	0	0
lgals9l6	0	0	0	0	0	0
lgalsla	0	0	0	0	0	0
lgalslb	0	0	0	0	0	0
lgi1a	0	0	0	0	0	0
lgi1b	0	0	0	0	0	0
lgi2a	0	0	0	0	0	0
lgi2b	0	0	0	0	0	0
lgi2b_1	2.87521978829005	7.26671562467695	0.766438588378402	3.36317311718026	1.98005884175694	5.39838572239601
lgi3	0	0	0	0	0	0
lgmn	0	0	0	0	0	0
lgr4	0	0	0	0	0	0
lgr6	0	0	0	0	0	0
lgsn	0	0	0	0	0	0
lhb	0	0	0	0	0	0
lhcgr	0	0	0	0	0	0
lhfp	0	0	0	0	0	0
lhfpl2a	0	0	0	0	0	0
lhfpl2b	0	0	0	0	0	0
lhfpl3	0	0	0	0	0	0
lhfpl4a	0	0	0	0	0	0
lhfpl4b	0	0	0	0	0	0
lhfpl5a	0	0	0	0	0	0
lhfpl5b	0	0	0	0	0	0
lhfpl5b_1	0	1.03642673579958	1.74903213032598	0	0.968259442350343	5.1330216490559
lhpp	0	0	0	0	0	0
lhx1a	0	0	0	0	0	0
lhx1b	0	0	0	0	0	0
lhx1b_1	4.47819482795825	1.83085467194367	2.31725760483914	4.31380264610058	3.42087339596286	0
lhx2a	0	0	0	0	0	0
lhx2b	0	0	0	0	0	0
lhx3	0	0	0	0	0	0
lhx4	0	0	0	0	0	0
lhx5	0	0	0	0	0	0
lhx5_1	5.47000978985504	9.26076602520053	9.45911120722554	7.87486120630442	2.73210694039987	4.34510528662652
lhx6	0	0	0	0	0	0
lhx6_1	12.3208436279742	14.7375327498995	10.7335705391884	7.51920680943745	12.3189370766529	14.2905390329056
lhx8a	0	0	0	0	0	0
lhx9	0	0	0	0	0	0
lias	0	0	0	0	0	0
lias_1	85.7001317809903	103.814639726293	95.2614200554761	210.316461108355	51.8272143311144	198.913269505492
lifra	0	0	0	0	0	0
lifrb	0	0	0	0	0	0
lig1	0	0	0	0	0	0
lig1_1	230.275346636521	206.099181717244	185.513842797734	247.380355772873	231.112282816184	256.450414750934
lig1_2	354.184756314361	410.758229400749	248.566946572509	311.689553419904	316.471347168086	334.273130228504
lig3	0	0	0	0	0	0
lig4	0	0	0	0	0	0
lim2.1	0	0	0	0	0	0
lim2.1_1	8.63903726653363	2.66859482367293	7.31804683662964	5.38942272846162	13.0886566744484	13.2165203089864
lim2.2	0	0	0	0	0	0
lim2.3	0	0	0	0	0	0
lim2.4	0	0	0	0	0	0
lim2.5	0	0	0	0	0	0
lima1a	0	0	0	0	0	0
limch1a	0	0	0	0	0	0
limch1b	0	0	0	0	0	0
limd1a	0	0	0	0	0	0
limd1b	0	0	0	0	0	0
limd2	0	0	0	0	0	0
lime1	0	0	0	0	0	0
lime1_1	2.13212838772425	4.32215125186378	1.21564814159398	1.24698586611976	1.92279860920179	0.407732326941202
limk1a	0	0	0	0	0	0
limk1b	0	0	0	0	0	0
limk2	0	0	0	0	0	0
lims1	0	0	0	0	0	0
lims2	0	0	0	0	0	0
lin28a	0	0	0	0	0	0
lin28b	0	0	0	0	0	0
lin37	0	0	0	0	0	0
lin52	0	0	0	0	0	0
lin54	0	0	0	0	0	0
lin7a	0	0	0	0	0	0
lin7b	0	0	0	0	0	0
lin7c	0	0	0	0	0	0
lin9	0	0	0	0	0	0
lingo1a	0	0	0	0	0	0
lingo1b	0	0	0	0	0	0
lingo2b	0	0	0	0	0	0
lingo2b_1	2.59579905248368	5.41242802664104	1.35315498410866	2.42906552785159	1.87275732047651	1.98560498332959
lingo3a	0	0	0	0	0	0
lingo4a	0	0	0	0	0	0
lingo4b	0	0	0	0	0	0
lins1	0	0	0	0	0	0
lipca	0	0	0	0	0	0
lipea	0	0	0	0	0	0
lipeb	0	0	0	0	0	0
lipf	0	0	0	0	0	0
lipg	0	0	0	0	0	0
lipia	0	0	0	0	0	0
lipib	0	0	0	0	0	0
lipib_1	0.946845939891927	1.64520166313816	0	0.83065131858571	1.53699435751729	0.814804892835572
lipib_2	0.946845939891927	1.64520166313816	0	0.83065131858571	1.53699435751729	0.814804892835572
lipin2	0	0	0	0	0	0
lipt1	0	0	0	0	0	0
lipt2	0	0	0	0	0	0
litaf	0	0	0	0	0	0
lix1	0	0	0	0	0	0
lix1l	0	0	0	0	0	0
llgl1	0	0	0	0	0	0
llgl2	0	0	0	0	0	0
llgl2_1	66.0093258944042	65.0043450573049	36.3904413533714	55.3315907438565	58.3931872712512	79.2471224297522
llph	0	0	0	0	0	0
lman1	0	0	0	0	0	0
lman2	0	0	0	0	0	0
lman2la	0	0	0	0	0	0
lman2lb	0	0	0	0	0	0
lmbr1	0	0	0	0	0	0
lmbr1_1	279.926459158162	354.837836901878	150.508817530683	249.273464308663	328.226300682673	260.608912303251
lmbr1l	0	0	0	0	0	0
lmbrd1	0	0	0	0	0	0
lmbrd2a	0	0	0	0	0	0
lmbrd2b	0	0	0	0	0	0
lmcd1	0	0	0	0	0	0
lmf1	0	0	0	0	0	0
lmf2a	0	0	0	0	0	0
lmf2b	0	0	0	0	0	0
lmf2b_1	90.189003243176	81.4097327044214	65.0327649535929	113.854950955709	97.7853808402791	98.2106863735979
lmln	0	0	0	0	0	0
lmna	0	0	0	0	0	0
lmnb1	0	0	0	0	0	0
lmnb2	0	0	0	0	0	0
lmnl3	0	0	0	0	0	0
lmo1	0	0	0	0	0	0
lmo2	0	0	0	0	0	0
lmo3	0	0	0	0	0	0
lmo3_1	7.11896238871989	8.24641635158851	11.0511960963607	3.67372982981371	3.85201877864424	6.24631918801621
lmo4a	0	0	0	0	0	0
lmo4a_1	413.851370681275	514.269203569857	337.953849094423	426.114921327509	391.724302832218	388.224648090476
lmo4a_2	75.068686984458	115.051549990088	32.9614310392195	67.2748874771612	81.7381688771684	58.04069674008
lmo4b	0	0	0	0	0	0
lmo4b_1	11.8885103040782	11.134269699463	12.8561422236583	15.6813563625109	12.318101752898	8.70690646292306
lmo7a	0	0	0	0	0	0
lmo7a_1	14.7837796676894	14.5523460094345	6.24124813483236	11.9344219022991	10.0649673204746	12.5827627638837
lmo7b	0	0	0	0	0	0
lmo7b_1	12.5001252535206	11.1746375503369	3.58565124117214	11.1250699820489	8.96928998292366	6.70359914000387
lmo7b_2	21.2311348893643	34.7909194180084	15.4371433201824	23.0171275111113	17.3721167559388	22.5780272605907
lmod1b	0	0	0	0	0	0
lmod1b_1	12.5099649046045	16.0578273268855	6.93987113190396	7.90974599207964	14.0869440479233	13.9659316300507
lmod2a	0	0	0	0	0	0
lmod2a_1	0	0	0	0	0	2.41394738145917
lmod2a_2	0.420769983835003	0	0	0	0.455351156733312	0.96557895258367
lmod2b	0	0	0	0	0	0
lmod3	0	0	0	0	0	0
lmod3_1	2.08849822242977	0.645136185164584	0.544352956805134	0.488587418990452	0.150676160048491	0.798777639232843
lmod3_2	0.963022461435534	0.637451177316228	0.268934250760154	0.804612092297757	0.595525086486324	0.631409935764744
lmtk2	0	0	0	0	0	0
lmx1a	0	0	0	0	0	0
lmx1al	0	0	0	0	0	0
lmx1ba	0	0	0	0	0	0
lmx1bb	0	0	0	0	0	0
lnpa	0	0	0	0	0	0
lnpb	0	0	0	0	0	0
lnpep	0	0	0	0	0	0
lnx1	0	0	0	0	0	0
lnx1_1	7.07628352187864	3.86649919310688	1.69648667158862	4.06051274324162	6.64643681099811	5.36179794098978
lnx2a	0	0	0	0	0	0
lnx2a_1	65.5544105003553	68.5021415330957	57.9500871954836	63.9890739307719	79.2103314242661	72.5868598334843
lnx2b	0	0	0	0	0	0
LOC100000086	18.8000254089385	48.9992591720185	38.4734386981042	13.7441101709764	19.0735444366604	20.2228684245937
LOC100000155	0	0	0	0	0	0
LOC100000155_1	18.1492958299015	32.6753280988292	16.8844346123733	49.8763280531958	38.571895767351	33.1183477518459
LOC100000228	0	0	0	0	0	0
LOC100000275	0	0	0	0	0	0
LOC100000278	0	0	0	0	0	0
LOC100000365	0	0	0	0	0	0
LOC100000417	0	0	0	0	0	0
LOC100000458	0	0	0	0	0	0
LOC100000504	0	0	0	0	0	0
LOC100000545	0	0	0	0	0	0
LOC100000633	0	0	0	0	0	0
LOC100000636	0	0	0	0	0	0
LOC100000694	0	0	0	0	0	0
LOC100000713	0	0	0	0	0	0
LOC100000748	0	0	0	0	0	0
LOC100000748_1	360.842987692813	447.97153900931	408.969119635135	367.23733757227	338.337779718047	400.042042219171
LOC100000752	0	0	0	0	0	0
LOC100000772	0	0	0	0	0	0
LOC100000832	0	0	0	0	0	0
LOC100000851	0	0	0	0	0	0
LOC100000863	0	0	0	0	0	0
LOC100000884	0	0	0	0	0	0
LOC100000890	0	0	0	0	0	0
LOC100001051	0	0	0	0	0	0
LOC100001051_1	12.4804020544881	11.2203312068353	6.91855048326525	6.53661945949875	15.118779386869	8.97668752056032
LOC100001114	0	0	0	0	0	0
LOC100001114_1	4.08754811874971	3.46456597394156	2.63099807110087	4.66462984903197	7.22862203173115	5.49077063631858
LOC100001178	0	0	0	0	0	0
LOC100001178_1	51.3377610373771	58.3135703632924	19.9738277438504	33.5232193139617	41.5328867102884	34.599364154718
LOC100001242	0	0	0	0	0	0
LOC100001259	0	0	0	0	0	0
LOC100001344	0	0	0	0	0	0
LOC100001344_1	8.45128377435861	11.1882765097044	7.67035995806299	9.17943974349051	7.18603001540754	6.23376177985069
LOC100001363	0	0	0	0	0	0
LOC100001405	0	0	0	0	0	0
LOC100001444	0	0	0	0	0	0
LOC100001479	0	0	0	0	0	0
LOC100001479_1	1.94689727086096	4.69840401025593	2.53722812547103	1.70797879259657	3.51150651735929	4.46772131997678
LOC100001534	0	0	0	0	0	0
LOC100001550	0	0	0	0	0	0
LOC100001589	0	0	0	0	0	0
LOC100001596	0	0	0	0	0	0
LOC100001608	0	0	0	0	0	0
LOC100001620	0	0	0	0	0	0
LOC100001665	0	0	0	0	0	0
LOC100001760	0	0	0	0	0	0
LOC100001805	0	0	0	0	0	0
LOC100001832	0	0	0	0	0	0
LOC100001846	0	0	0	0	0	0
LOC100001908	0	0	0	0	0	0
LOC100001930	0	0	0	0	0	0
LOC100001991	0	0	0	0	0	0
LOC100001991_1	0.343129861720022	0.39747248937427	0.3353793041145	1.33787468044297	0.866437006856895	1.3123518993286
LOC100002043	0	0	0	0	0	0
LOC100002054	0	0	0	0	0	0
LOC100002059	0	0	0	0	0	0
LOC100002059_1	0.516005988406712	0	0.336233689956845	0.502981104140671	0.930690292911705	0.789417086062917
LOC100002071	0	0	0	0	0	0
LOC100002134	0	0	0	0	0	0
LOC100002141	0	0	0	0	0	0
LOC100002202	0	0	0	0	0	0
LOC100002202_1	634.798339804912	814.218066289117	1062.64415135887	920.94206164207	631.805101623583	631.036074618568
LOC100002266	0	0	0	0	0	0
LOC100002283	0	0	0	0	0	0
LOC100002283_1	6.14851830076582	2.68544975193453	1.47777950147834	2.71173124537834	6.87199567243664	2.77565139424373
LOC100002283_2	6.71191097220747	6.21991906902835	2.24924691262807	4.7105933199062	5.29200220234106	6.05095440408152
LOC100002327	0	0	0	0	0	0
LOC100002381	0	0	0	0	0	0
LOC100002392	1.55901631666042	1.80592296237901	0.380950381849419	0.455899213930701	3.37428956641452	0
LOC100002406	0	0	0	0	0	0
LOC100002469	0	0	0	0	0	0
LOC100002472	0	0	0	0	0	0
LOC100002472_1	0	0.821271912616627	0	0	0	2.03372142072853
LOC100002472_2	2.97646408308905	4.59714225087891	1.61624012796701	1.93422198525233	0.357898460039822	4.17410976751788
LOC100002481	0	0	0	0	0	0
LOC100002503	0	0	0	0	0	0
LOC100002544	0	0	0	0	0	0
LOC100002544_1	3.12554360426411	12.5654258570054	3.59405219909883	9.46253483660773	18.5038151872536	11.391566352622
LOC100002570	0	0	0	0	0	0
LOC100002591	0	0	0	0	0	0
LOC100002633	0	0	0	0	0	0
LOC100002706	0	0	0	0	0	0
LOC100002814	0	0	0	0	0	0
LOC100002818	0	0	0	0	0	0
LOC100002923	16.5253500276705	14.5386267085708	12.0629445508981	15.9043200512812	13.356026754956	22.3213042949627
LOC100002960	0	0	0	0	0	0
LOC100003022	0	0	0	0	0	0
LOC100003040	0	0	0	0	0	0
LOC100003133	0	0	0	0	0	0
LOC100003140	0	0	0	0	0	0
LOC100003182	0	0	0	0	0	0
LOC100003291	0	0	0	0	0	0
LOC100003530	0	0	0	0	0	0
LOC100003556	0	0	0	0	0	0
LOC100003647	35.2854748253192	0	0	0	7.15976768552025	10.1215964577364
LOC100003687	0	0	0	0	0	0
LOC100003704	0	0	0	0	0	0
LOC100003704_1	13.7368687292024	10.7927736758182	3.96959837199868	7.6847681869157	9.95364908775421	13.2945819558849
LOC100003716	2.55152961127853	0.985207972693202	3.32519480591043	0	2.76122823530723	3.90348390521228
LOC100003741	0	0	0	0	0	0
LOC100003868	0	0	0	0	0	0
LOC100004033	0	0	0	0	0	0
LOC100004075	0	0	0	0	0	0
LOC100004104	0	0	0	0	0	0
LOC100004160	0	0	0	0	0	0
LOC100004180	0	0	0	0	0	0
LOC100004186	0	0	0	0	0	0
LOC100004199	0	0	0	0	0	0
LOC100004253	0	0	0	0	0	0
LOC100004299	0	0	0	0	0	0
LOC100004321	0	0	0	0	0	0
LOC100004373	0	0	0	0	0	0
LOC100004392	0	0	0	0	0	0
LOC100004392_1	60.8507650151973	90.1390783486933	144.545379928521	97.4919398018732	66.2509147684807	140.062906948453
LOC100004411	0	0	0	0	0	0
LOC100004427	0	0	0	0	0	0
LOC100004499	0	0	0	0	0	0
LOC100004499_1	6.69654856017299	6.92598520312932	6.31152779781255	2.23800551448924	3.10581748102132	4.39062167866928
LOC100004523	0	0	0	0	0	0
LOC100004523_1	1.24500168266641	0.576870710819508	0.243375960262381	1.01940357566008	0.404196814019441	0.99995630252672
LOC100004528	0	0	0	0	0	0
LOC100004545	0	0	0	0	0	0
LOC100004582	0	0	0	0	0	0
LOC100004591	0	0	0	0	0	0
LOC100004744	0	0	0	0	0	0
LOC100004848	0	0	0	0	0	0
LOC100004867	141.287046822083	98.0422676825835	145.536651237258	48.9770664712634	41.9199527396948	147.724958504653
LOC100004921	0	0	0	0	0	0
LOC100004921_1	231.784729932411	195.438989569726	251.650742911301	127.765248149397	237.817429167143	247.67171658138
LOC100004932	0	0	0	0	0	0
LOC100004932_1	7.07048070626304	0.571413241562037	0.64286269008984	5.96238964461035	0	6.22597638984214
LOC100004944	0	0	0	0	0	0
LOC100004951	0	0	0	0	0	0
LOC100004978	0	0	0	0	0	0
LOC100004978_1	23.7142842551296	27.8148066846361	13.4804585269681	17.7574959931163	28.7772047783681	26.4127213011967
LOC100005008	0	0	0	0	0	0
LOC100005013	0	0	0	0	0	0
LOC100005013_1	81.4595068473147	34.7954425993873	71.1599403533987	123.869191527009	57.8512551388035	121.506125457837
LOC100005038	0	0	0	0	0	0
LOC100005071	0	0	0	0	0	0
LOC100005071_1	468.809884223379	429.076879896158	412.921124293662	262.717940193469	337.968952615931	459.371245244831
LOC100005096	0	0	0	0	0	0
LOC100005129	0	0	0	0	0	0
LOC100005157	0	0	0	0	0	0
LOC100005157_1	45.638073761398	71.5559034284651	204.562351893855	17.7944359151649	71.3394639449755	35.9678159837417
LOC100005157_2	50.7089708459977	61.4099171214439	224.838355936198	27.5004918688912	133.200257855304	37.02569292444
LOC100005157_3	48.8650082697797	89.1778796459228	213.573909246007	18.3336612459274	106.260879862096	32.7941851616469
LOC100005175	0	0	0	0	0	0
LOC100005187	0	0	0	0	0	0
LOC100005207	0	0	0	0	0	0
LOC100005207_1	37.6750219168831	40.8895596648167	61.7051231036464	44.0688469855704	20.5693351604634	92.2979222227803
LOC100005207_2	39.3320696681993	31.1734673623868	121.40098017805	24.2142695700929	22.402417758153	91.4464755435697
LOC100005207_3	56.6822401812565	53.4709626386065	84.2639853135818	44.8628802645897	35.6290269743742	100.086776418796
LOC100005220	0	0	0	0	0	0
LOC100005266	0	0	0	0	0	0
LOC100005318	0	0	0	0	0	0
LOC100005318_1	418.329451192839	264.867030324082	279.957142711414	9.7701985386703	10.5456583514985	3.99325474839321
LOC100005323	0	0	0	0	0	0
LOC100005337	0	0	0	0	0	0
LOC100005337_1	36.0208803647744	26.8092199643097	20.7501648911254	16.8943016397841	45.7606246323953	28.9510969258507
LOC100005356	0	0	0	0	0	0
LOC100005420	0	0	0	0	0	0
LOC100005423	0	0	0	0	0	0
LOC100005423_1	41.4201739567005	51.1366065528533	32.8937230986414	43.9871263919676	53.9661098631049	50.4956423093697
LOC100005446	0	0	0	0	0	0
LOC100005483	0	0	0	0	0	0
LOC100005512	0	0	0	0	0	0
LOC100005516	0	0	0	0	0	0
LOC100005536	0	0	0	0	0	0
LOC100005584	0	0	0	0	0	0
LOC100005637	0	0	0	0	0	0
LOC100005640	0	0	0	0	0	0
LOC100005685	0	0	0	0	0	0
LOC100005689	0	0	0	0	0	0
LOC100005864	0	0	0	0	0	0
LOC100005907	0	0	0	0	0	0
LOC100005908	0	0	0	0	0	0
LOC100005923	0	0	0	0	0	0
LOC100005924	0	0	0	0	0	0
LOC100005927	0	0	0	0	0	0
LOC100005948	0	0	0	0	0	0
LOC100005965	0	0	0	0	0	0
LOC100005990	0	0	0	0	0	0
LOC100006104	0	0	0	0	0	0
LOC100006122	0	0	0	0	0	0
LOC100006177	0	0	0	0	0	0
LOC100006250	0	0	0	0	0	0
LOC100006401	0	0	0	0	0	0
LOC100006428	0	0	0	0	0	0
LOC100006469	0	0	0	0	0	0
LOC100006542	0	0	0	0	0	0
LOC100006557	0	0	0	0	0	0
LOC100006562	0	0	0	0	0	0
LOC100006649	0	0	0	0	0	0
LOC100006699	0	0	0	0	0	0
LOC100006752	0	0	0	0	0	0
LOC100006761	0	0	0	0	0	0
LOC100006761_1	136.500478079815	191.768452933905	443.299351391794	199.856480884431	288.339047524082	175.615101529159
LOC100006764	0	0	0	0	0	0
LOC100006777	0	0	0	0	0	0
LOC100006797	0	0	0	0	0	0
LOC100006805	0	0	0	0	0	0
LOC100006815	0	0	0	0	0	0
LOC100006839	0	0	0	0	0	0
LOC100006851	0	0	0	0	0	0
LOC100006868	0	0	0	0	0	0
LOC100006870	0	0	0	0	0	0
LOC100006875	0	0	0	0	0	0
LOC100006889	0	0	0	0	0	0
LOC100006895	0	0	0	0	0	0
LOC100006926	0	0	0	0	0	0
LOC100006950	0	0	0	0	0	0
LOC100006952	0	0	0	0	0	0
LOC100006975	0	0	0	0	0	0
LOC100007007	0	0	0	0	0	0
LOC100007049	0	0	0	0	0	0
LOC100007069	0	0	0	0	0	0
LOC100007086	0	0	0	0	0	0
LOC100007086_1	1.60461825645305	1.85874703440473	2.03888544406281	4.31695716357487	1.56284508528541	2.94581015735215
LOC100007100	0	0	0	0	0	0
LOC100007121	0	0	0	0	0	0
LOC100007121_1	0.169641705890958	0	0.165809868559121	0	0.183583786808212	0.194646085725699
LOC100007192	0	0	0	0	0	0
LOC100007192_1	17.1695104607196	21.1694154132519	8.39084427312431	12.0956520253214	17.3137357872435	10.8201936050675
LOC100007210	0	0	0	0	0	0
LOC100007225	0	0	0	0	0	0
LOC100007258	0	0	0	0	0	0
LOC100007467	0	0	0	0	0	0
LOC100007471	11.3990413802573	14.9649252579476	11.8843326050201	10.2224050583353	6.16793839575121	12.6432322851941
LOC100007488	0	0	0	0	0	0
LOC100007492	0	0	0	0	0	0
LOC100007503	0	0	0	0	0	0
LOC100007517	0	0	0	0	0	0
LOC100007535	0	0	0	0	0	0
LOC100007535_1	0.565363082949962	0.327450765803344	0.414444570012024	0.165327702056673	0.305913852800543	0.324347454925851
LOC100007608	0	0	0	0	0	0
LOC100007655	0	0	0	0	0	0
LOC100007686	0	0	0	0	0	0
LOC100007703	0	0	0	0	0	0
LOC100007727	0	0	0	0	0	0
LOC100007738	0	0	0	0	0	0
LOC100007754	0	0	0	0	0	0
LOC100007781	0	0	0	0	0	0
LOC100007785	0	0	0	0	0	0
LOC100007791	0	0	0	0	0	0
LOC100007813	0	0	0	0	0	0
LOC100007824	0	0	0	0	0	0
LOC100007883	0	0	0	0	0	0
LOC100007935	0	0	0	0	0	0
LOC100007948	0	0	0	0	0	0
LOC100007966	0	0	0	0	0	0
LOC100007972	0	0	0	0	0	0
LOC100008030	0	0	0	0	0	0
LOC100008066	0.701059254217106	0.270696120292701	0.685223849780264	0.820035966271516	0	0.536261367169737
LOC100008366	0	0	0	0	0	0
LOC100141478	0	0	0	0	0	0
LOC100141478_1	8.29885715614953	5.08932794792795	20.5170807434763	0	22.1881120932808	2.8006085860533
LOC100141478_2	8.29885715614953	0	8.58854542750169	0	7.39603736442692	2.8006085860533
LOC100147849	0	0	0	0	0	0
LOC100147871	0	0	0	0	0	0
LOC100147899	41.9606597962855	87.9585523012937	39.6156280210574	74.2620422952493	58.7862793028275	77.0906283951206
LOC100147904	0	0	0	0	0	0
LOC100147925	0	0	0	0	0	0
LOC100147926	0	0	0	0	0	0
LOC100147937	0	0	0	0	0	0
LOC100147938	0.348027829611346	4.03146164876837	0.51024995633915	0.203545802888965	0.941576638526652	1.39763916193762
LOC100148023	0	0	0	0	0	0
LOC100148041	0	0	0	0	0	0
LOC100148041_1	4.41372860385236	5.313245442164	3.04519910839046	2.32831351654058	11.613385092217	6.75238825015225
LOC100148050	0	0	0	0	0	0
LOC100148066	0	0	0	0	0	0
LOC100148115	0	0	0	0	0	0
LOC100148115_1	0.536835587938725	1.24371208295949	4.46003193233124	1.569854785584	0.580955665410206	18.1708966376579
LOC100148115_2	0.805253381908088	0	0.262354819548896	0	1.74286699623062	2.46385039154683
LOC100148190	0	0	0	0	0	0
LOC100148225	0	0	0	0	0	0
LOC100148237	0	0	0	0	0	0
LOC100148249	0	0	0	0	0	0
LOC100148254	0	0	0	0	0	0
LOC100148329	0	0	0	0	0	0
LOC100148332	0	0	0	0	0	0
LOC100148399	0	0	0	0	0	0
LOC100148399_1	15.6980577639469	0.790617906546955	4.66975258123968	11.9753308293772	2.95447126888239	5.48187553095907
LOC100148433	0	0	0	0	0	0
LOC100148466	0	0	0	0	0	0
LOC100148479	0	0	0	0	0	0
LOC100148510	0	0	0	0	0	0
LOC100148510_1	39.029084670095	45.9897388803164	35.397055608833	59.5345654286487	43.2959355635963	56.7844276319847
LOC100148581	0	0	0	0	0	0
LOC100148590	0	0	0	0	0	0
LOC100148590_1	117.247282768361	233.905554451954	233.176972317248	39.0483174588585	68.7284564097992	171.898133532688
LOC100148591	0	0	0	0	0	0
LOC100148620	0	0	0	0	0	0
LOC100148648	0	0	0	0	0	0
LOC100148655	0	0	0	0	0	0
LOC100148665	0	0	0	0	0	0
LOC100148704	0	0	0	0	0	0
LOC100148735	0	0	0	0	0	0
LOC100148750	0	2.42657429073838	0	0	0	0
LOC100148751	0	0	0	0	0	0
LOC100148752	0	0	0	0	0	0
LOC100148920	0	0	0	0	0	0
LOC100148925	0	0	0	0	0	0
LOC100148950	0	0	0	0	0	0
LOC100148951	0	0	0	0	0	0
LOC100149007	0	0	0	0	0	0
LOC100149015	0	0	0	0	0	0
LOC100149041	12.5085296407372	7.09062960577497	19.509557154144	4.9808855295182	16.1286539493507	7.32879694999224
LOC100149074	23.0453222425066	15.0885275817945	8.32437466822098	16.9942156754488	16.2647690572892	18.9693276078638
LOC100149080	0	0	0	0	0	0
LOC100149084	0	0	0	0	0	0
LOC100149117	0	0	0	0	0	0
LOC100149161	0	0	0	0	0	0
