gene	zcount_A1	zcount_A2	zcount_A3	zcount_A4	zcount_A5	zcount_A6
a1cf	0	0	0	0	0	0
a2ml	0	0	0	0	0	0
aaas	0	0	0	0	0	0
aacs	0	0	0	0	0	0
aadac	0	0	0	0	0	0
aadacl4	0	0	0	0	0	0
aadat	0	0	0	0	0	0
aaed1	0	0	0	0	0	0
aagab	0	0	0	0	0	0
aagab_1	204.075643703384	265.321855134031	253.891345726627	193.720491229041	227.991852355178	218.676793580682
aak1a	0	0	0	0	0	0
aak1b	0	0	0	0	0	0
aamdc	0	0	0	0	0	0
aamp	0	0	0	0	0	0
aanat1	0	0	0	0	0	0
aanat2	0	0	0	0	0	0
aar2	0	0	0	0	0	0
aars	0	0	0	0	0	0
aars_1	243.645375655741	200.646806131023	202.592517882904	193.796201247015	189.950756652486	189.407441222076
aars2	0	0	0	0	0	0
aars2_1	59.5459784539028	56.1436423460612	29.2132746937348	50.6188385701389	34.4677956314764	59.4514044895609
aarsd1	0	0	0	0	0	0
aasdh	0	0	0	0	0	0
aasdhppt	0	0	0	0	0	0
aass	0	0	0	0	0	0
aatf	0	0	0	0	0	0
aatf_1	45.7698419025741	37.09117740972	26.8784201607369	53.3171195718474	48.9199577482757	14.6958630113829
aatka	0	0	0	0	0	0
aatkb	0	0	0	0	0	0
aatkb_1	5.79676072391733	12.8700585799922	3.77721633428681	1.5538711237605	0.71880074590001	1.9399262335755
aatkb_2	13.0106049289166	7.69762429413783	8.61455472988015	16.7732253030959	12.7173176741214	15.8914226820102
abat	0	0	0	0	0	0
abca12	0	0	0	0	0	0
abca1a	0	0	0	0	0	0
abca1b	0	0	0	0	0	0
abca2	0	0	0	0	0	0
abca3b	0	0	0	0	0	0
abca4a	0	0	0	0	0	0
abca4b	0	0	0	0	0	0
abca5	0	0	0	0	0	0
abcb10	0	0	0	0	0	0
abcb11a	0	0	0	0	0	0
abcb11b	0	0	0	0	0	0
abcb3l1	0	0	0	0	0	0
abcb4	0	0	0	0	0	0
abcb5	0	0	0	0	0	0
abcb6a	0	0	0	0	0	0
abcb6b	0	0	0	0	0	0
abcb7	0	0	0	0	0	0
abcb8	0	0	0	0	0	0
abcb9	0	0	0	0	0	0
abcb9_1	82.7469799975684	83.0592839648221	51.3113211625391	59.3470376436369	96.4758241631561	77.6810380217792
abcc1	0	0	0	0	0	0
abcc10	0	0	0	0	0	0
abcc10_1	45.0814510974715	59.5504362509351	33.4124150090892	42.2474516656254	48.2158884725133	46.7855291610705
abcc10_2	33.4815455519233	48.4547139409318	31.0074082732164	37.8274019779809	41.7490631941487	33.4758527618004
abcc12	0	0	0	0	0	0
abcc13	0	0	0	0	0	0
abcc13_1	7.05249402564836	4.58634170992674	3.14426370990233	8.6835497302391	6.69483022938882	4.25894635274077
abcc13_2	1.37066837721152	2.02076728981706	0.974333060675628	2.62355629413613	0.943929243415646	1.28675321236555
abcc2	0	0	0	0	0	0
abcc2_1	55.518285604314	26.554179220747	31.858365090049	23.8812677808613	38.37436799903	36.7824308733959
abcc3	0	0	0	0	0	0
abcc4	0	0	0	0	0	0
abcc4_1	140.906939852132	108.231852481226	124.977678742456	211.23407343831	217.372051793876	158.847535203428
abcc5	0	0	0	0	0	0
abcc6a	0	0	0	0	0	0
abcc6b.2	0	0	0	0	0	0
abcc8	0	0	0	0	0	0
abcc8_1	15.9683357115794	17.1613789009336	14.3070085797056	12.1409084782006	16.8006811972403	12.9271835090141
abcc8b	0	0	0	0	0	0
abcc9	0	0	0	0	0	0
abcd1	0	0	0	0	0	0
abcd3a	0	0	0	0	0	0
abcd3a_1	41.5056101649092	56.0619200564221	42.4051341897207	82.4425880437851	114.919126298568	80.5104003747423
abcd3a_2	22.9583183955753	37.6300360474078	29.0037454423006	26.1238361667949	143.493465033966	81.5355828528236
abcd3b	0	0	0	0	0	0
abcd4	0	0	0	0	0	0
abce1	0	0	0	0	0	0
abcf1	0	0	0	0	0	0
abcf2a	0	0	0	0	0	0
abcf2b	0	0	0	0	0	0
abcf3	0	0	0	0	0	0
abcg1	0	0	0	0	0	0
abcg2a	0	0	0	0	0	0
abcg2b	0	0	0	0	0	0
abcg2b_1	23.8692366220413	10.9502921682217	29.3358462602211	63.5803868733295	38.1070313486557	55.5883854999131
abcg2c	0	0	0	0	0	0
abcg2d	0	0	0	0	0	0
abcg4a	0	0	0	0	0	0
abcg4b	0	0	0	0	0	0
abcg5	0	0	0	0	0	0
abcg5_1	3.84592778798361	3.71251689807467	4.80323904047529	4.99846655195685	6.24301067418051	5.8837323128224
abcg8	0	0	0	0	0	0
abcg8_1	3.84405629027657	2.96856825640696	2.08734856429414	3.99682736650876	2.31110100473403	8.57626755816711
abch1	0	0	0	0	0	0
abch1_1	60.2703650800613	50.1573664846924	31.8328074837072	48.8967138148421	74.8114632032856	44.6708615914085
abhd10a	0	0	0	0	0	0
abhd10b	0	0	0	0	0	0
abhd10b_1	136.865778199565	122.783630901917	43.9855641741151	22.1868375077834	84.9241484031949	65.2907303704871
abhd11	0	0	0	0	0	0
abhd12	0	0	0	0	0	0
abhd12_1	47.4934032302092	50.4885346006201	41.719807160731	38.3248863853223	68.3120300406145	45.526386258873
abhd13	0	0	0	0	0	0
abhd14a	0	0	0	0	0	0
abhd14b	0	0	0	0	0	0
abhd15a	0	0	0	0	0	0
abhd15a_1	10.0846668920127	13.9764505670699	1.40812517016806	13.9025876005228	3.11813709625174	11.3644720178421
abhd16a	0	0	0	0	0	0
abhd17aa	0	0	0	0	0	0
abhd17ab	0	0	0	0	0	0
abhd17ab_1	32.4309763713618	46.712411031208	32.7575672440457	30.9635167708997	49.8384651854218	42.5397132252155
abhd17b	0	0	0	0	0	0
abhd17c	0	0	0	0	0	0
abhd17c_1	57.8421236303421	94.8432630185661	46.8258812919939	61.4736564010944	62.5959049239491	51.1087038367005
abhd18	0	0	0	0	0	0
abhd2a	0	0	0	0	0	0
abhd2b	0	0	0	0	0	0
abhd2b_1	35.4138757487771	98.6616850284386	31.1087428266942	36.7047763452685	35.8987875168441	77.6669693458937
abhd3	0	0	0	0	0	0
abhd4	0	0	0	0	0	0
abhd5a	0	0	0	0	0	0
abhd6a	0	0	0	0	0	0
abhd6b	0	0	0	0	0	0
abhd6b_1	11.3643146738438	10.0666794833602	9.47414605400678	7.8193833189028	13.3834398244442	13.8063817637516
abhd8a	0	0	0	0	0	0
abhd8b	0	0	0	0	0	0
abhd8b_1	16.6145304701671	24.9675624839685	16.5318433443916	15.4072787551041	13.606488930327	19.0634331646434
abi1a	0	0	0	0	0	0
abi1b	0	0	0	0	0	0
abi2a	0	0	0	0	0	0
abi2a_1	266.152087766988	175.440586636846	130.719413974428	191.14368112303	160.067648498415	262.699346206178
abi2b	0	0	0	0	0	0
abi3a	0	0	0	0	0	0
abi3b	0	0	0	0	0	0
abi3bp	0	0	0	0	0	0
abi3bpb	0	0	0	0	0	0
abi3bpb_1	11.691766007847	14.8000371530973	4.1233876815945	3.94770404196845	7.69594730345997	7.05328772655632
abi3bpb_2	5.04164384898144	4.17150421698325	12.3194101876523	3.08904139154576	7.92418124858957	6.61115217206631
abl1	0	0	0	0	0	0
abl2	0	0	0	0	0	0
ablim1a	0	0	0	0	0	0
ablim1b	0	0	0	0	0	0
ablim1b_1	6.02558022617723	4.65324772457384	14.3964955898914	13.7047963546979	20.6491850640367	11.5228701092079
ablim2	0	0	0	0	0	0
ablim2_1	6.68482964408375	8.21000617068323	3.77860272310467	9.89190017673459	5.49103856813895	3.23439710626417
ablim3	0	0	0	0	0	0
ablim3_1	9.19338342850966	14.0123294903443	5.99048325563135	13.0175058901624	12.7416323860778	8.69784010191181
ablim3_2	7.43561778432256	8.23873363242227	4.89777312295978	10.3992038006366	7.87178878131785	5.00767382757066
abo	0	0	0	0	0	0
abraa	0	0	0	0	0	0
abrab	0	0	0	0	0	0
abracl	0	0	0	0	0	0
abraxas2a	0	0	0	0	0	0
abraxas2a_1	116.534267669919	163.711507869223	158.735782556724	103.32105702154	165.01848741853	130.510337941006
abraxas2b	0	0	0	0	0	0
abt1	0	0	0	0	0	0
abtb1	0	0	0	0	0	0
abtb2a	0	0	0	0	0	0
abtb2b	0	0	0	0	0	0
abtb2b_1	16.7617896728341	21.8149083254889	12.6246836722266	16.1464731709808	13.3377683799383	14.7071276320849
acaa1	0	0	0	0	0	0
acaa2	0	0	0	0	0	0
acaca	0	0	0	0	0	0
acaca_1	102.299702319885	183.265685551337	51.6652541481613	145.992544082503	101.714064635303	159.742967968061
acacb	0	0	0	0	0	0
acad11	0	0	0	0	0	0
acad11_1	37.0078811433653	76.9845424596135	39.7702107249949	38.5290187773134	37.7428813091001	44.0188900251355
acad8	0	0	0	0	0	0
acad8_1	97.4366335041418	122.401809398704	127.413498978561	114.593701145144	108.604969719743	106.619660205889
acad9	0	0	0	0	0	0
acadl	0	0	0	0	0	0
acadl_1	123.216327709991	106.901041168762	74.3414436676682	94.3055573274051	98.4981635319183	141.086926937958
acadm	0	0	0	0	0	0
acads	0	0	0	0	0	0
acadsb	126.396599401167	116.66490279052	98.6856007544122	117.512141961848	116.621100269866	123.07059926967
acadvl	0	0	0	0	0	0
acana	0	0	0	0	0	0
acanb	0	0	0	0	0	0
acanb_1	0.0944400889046499	0.109396882700601	0.36922757044325	0.220935018242294	0.204403381309595	0.108360108408088
acap1	0	0	0	0	0	0
acap1_1	153.696374853479	209.245109868906	92.8207003141572	89.8113055509522	175.949056649086	135.08354707706
acap2	0	0	0	0	0	0
acap3a	0	0	0	0	0	0
acap3b	0	0	0	0	0	0
acat1	0	0	0	0	0	0
acat2	0	0	0	0	0	0
acbd3	0	0	0	0	0	0
acbd4	0	0	0	0	0	0
acbd5a	0	0	0	0	0	0
acbd5b	0	0	0	0	0	0
acbd6	0	0	0	0	0	0
acbd7	0	0	0	0	0	0
accs	0	0	0	0	0	0
acd	0	0	0	0	0	0
ace	0	0	0	0	0	0
ace2	0	0	0	0	0	0
acer1	0	0	0	0	0	0
acer2	0	0	0	0	0	0
acer3	0	0	0	0	0	0
ache	0	0	0	0	0	0
acin1a	0	0	0	0	0	0
acin1a_1	181.209870660431	187.720465216154	117.012344168066	192.221668248718	167.221304674271	206.043177391893
acin1b	0	0	0	0	0	0
ackr3a	0	0	0	0	0	0
ackr3a_1	35.7633221825952	51.0615305822116	21.9488063973203	89.1782637988891	44.7029420179745	35.3088983188469
ackr3b	0	0	0	0	0	0
ackr3b_1	35.3446786421402	26.7699876194056	21.0378225846321	17.7562976238306	22.3122066799322	19.4972673117856
ackr4a	0	0	0	0	0	0
ackr4b	0	0	0	0	0	0
ackr4b_1	75.4200392298031	53.2451599101883	53.4942451903932	53.527819132327	84.8170311722287	71.6850433749352
aclya	0	0	0	0	0	0
aclyb	0	0	0	0	0	0
acmsd	0	0	0	0	0	0
aco1	0	0	0	0	0	0
aco2	0	0	0	0	0	0
aco2_1	199.10445853902	156.488212279451	100.203540140824	186.67000541308	177.894273857204	252.354170371546
acot11a	0	0	0	0	0	0
acot11b	0	0	0	0	0	0
acot12	0	0	0	0	0	0
acot13	0	0	0	0	0	0
acot13_1	172.938129771964	217.440276840581	93.434681773998	108.767621965938	117.557241701199	159.54041149224
acot14	0	0	0	0	0	0
acot14_1	18.8666107456336	10.9272896004037	10.8966325149229	12.2881207764594	10.2085858743552	6.88782797539167
acot15	0	0	0	0	0	0
acot15_1	0	15.2707235767446	14.3399026004887	36.5607314380995	14.2663458824207	21.9570969668191
acot16	0	0	0	0	0	0
acot16_1	7.25822008737001	4.20386437964306	5.32070450632684	7.88358262671896	70.6926619203524	41.3428056139169
acot17	0	0	0	0	0	0
acot17_1	55.6547051076866	15.9042288150518	2.15673249701788	18.0673622557631	287.877325850857	115.900761225822
acot18	0	0	0	0	0	0
acot18_1	12.1459871117272	20.8974760703618	19.5532822774904	36.9807184105887	43.6851705180556	42.4235778269774
acot19	0	0	0	0	0	0
acot20	0	0	0	0	0	0
acot21	0	0	0	0	0	0
acot22	0	0	0	0	0	0
acot7	0	0	0	0	0	0
acot8	0	0	0	0	0	0
acot9.1	0	0	0	0	0	0
acot9.1_1	185.338813650243	178.08909691489	83.2614778579735	148.92336537113	183.173486707	139.085651366183
acot9.2	0	0	0	0	0	0
acot9.2_1	36.083778079843	43.1555808391035	18.0923973662751	48.2372037479607	39.0493398274522	32.5304219308374
acox1	0	0	0	0	0	0
acox3	0	0	0	0	0	0
acoxl	0	0	0	0	0	0
acp1	0	0	0	0	0	0
acp2	0	0	0	0	0	0
acp5a	0	0	0	0	0	0
acp5a_1	13.2516386916136	18.9621911049796	9.14280916438605	10.9415811343368	8.15453311883508	11.9253859981618
acp5b	0	0	0	0	0	0
acp5b_1	0.688953050455114	31.9225942800434	17.5081685698957	26.1909446370392	32.8052987202592	12.648023203074
acp5b_2	0.690579218158785	23.5984827070589	16.8745133738177	14.9438812358622	24.662047936434	13.0740605700147
acp6	0	0	0	0	0	0
acrc	0	0	0	0	0	0
acsbg1	0	0	0	0	0	0
acsbg2	0	0	0	0	0	0
acsf2	0	0	0	0	0	0
acsf3	0	0	0	0	0	0
acsf3_1	8.60515868901781	12.578649690576	15.6200327437305	11.2638180203737	13.0816732641913	19.5119524617684
acsf3_2	15.8331735730402	19.7515515117549	13.8883020801902	13.7714458202527	9.22623162435682	15.3719990605816
acsl1a	0	0	0	0	0	0
acsl1a_1	32.623690760863	19.6008372112003	13.8925859488146	34.2017221515637	29.0056720486191	30.1321987081562
acsl1b	0	0	0	0	0	0
acsl2	0	0	0	0	0	0
acsl3a	0	0	0	0	0	0
acsl3b	0	0	0	0	0	0
acsl4a	0	0	0	0	0	0
acsl4a_1	217.970916715674	165.811561167677	160.993571562966	293.338579934839	202.082884858645	220.705738222816
acsl4b	0	0	0	0	0	0
acsl5	0	0	0	0	0	0
acsl6	0	0	0	0	0	0
acsm3	0	0	0	0	0	0
acss1	0	0	0	0	0	0
acss1_1	25.429450256705	20.5880843639439	20.3116572443276	25.9070054241517	16.5708101946911	29.8051060799854
acss2	0	0	0	0	0	0
acss2_1	115.114123876268	139.334215281555	68.5190609538071	137.496106724482	149.917662732765	134.524118409046
acss2l	0	0	0	0	0	0
acss3	0	0	0	0	0	0
acta1a	0	0	0	0	0	0
acta1b	0	0	0	0	0	0
acta2	0	0	0	0	0	0
actb1	0	0	0	0	0	0
actb1_1	3716.64626650214	1374.37390272674	2560.95716331708	3889.56847880325	3898.21769276046	3040.14598630493
actb2	0	0	0	0	0	0
actc1a	0	0	0	0	0	0
actc1b	0	0	0	0	0	0
actl6a	0	0	0	0	0	0
actl6a_1	433.098060717709	564.852571010769	528.733274589725	561.108375603328	578.131972849263	520.361966109611
actl6b	0	0	0	0	0	0
actn1	0	0	0	0	0	0
actn2a	12.3294870510073	2.70202824401507	5.53694169275746	11.3036696520069	11.9003276109369	6.49987866676577
actn2b	0	0	0	0	0	0
actn2b_1	12.1741453442058	12.7263806594442	8.85181256011813	13.89289620801	2.41000299292715	9.02845719213002
actn3a	0	0	0	0	0	0
actn3a_1	25.5568363569264	45.6798431722235	16.6530419897756	30.0548059748517	43.2701927468996	38.3101158349058
actn3b	0	0	0	0	0	0
actn4	0	0	0	0	0	0
actr1	0	0	0	0	0	0
actr10	0	0	0	0	0	0
actr2a	0	0	0	0	0	0
actr2b	0	0	0	0	0	0
actr3	0	0	0	0	0	0
actr3b	0	0	0	0	0	0
actr5	0	0	0	0	0	0
actr6	0	0	0	0	0	0
actr8	0	0	0	0	0	0
acvr1ba	0	0	0	0	0	0
acvr1bb	0	0	0	0	0	0
acvr1c	0	0	0	0	0	0
acvr1l	0	0	0	0	0	0
acvr2aa	0	0	0	0	0	0
acvr2ab	0	0	0	0	0	0
acvr2b	0	0	0	0	0	0
acvrl1	0	0	0	0	0	0
acy1	0	0	0	0	0	0
acy3.1	0	0	0	0	0	0
acy3.2	0	0	0	0	0	0
acyp1	0	0	0	0	0	0
acyp2	0	0	0	0	0	0
ada	0	0	0	0	0	0
adad1	0	0	0	0	0	0
adad2	0	0	0	0	0	0
adal	0	0	0	0	0	0
adal_1	74.7189519275886	71.1577397666325	58.5981671483017	170.653568205699	147.976562413813	75.9051621298882
adam10a	0	0	0	0	0	0
adam10b	0	0	0	0	0	0
adam11	0	0	0	0	0	0
adam12	0	0	0	0	0	0
adam12_1	0	0	0	0	0	0
adam15	0	0	0	0	0	0
adam17a	0	0	0	0	0	0
adam17b	0	0	0	0	0	0
adam19a	0	0	0	0	0	0
adam19b	0	0	0	0	0	0
adam22	0	0	0	0	0	0
adam23a	0	0	0	0	0	0
adam28	0	0	0	0	0	0
adam28_1	6.87592039660619	2.42409482109526	0	0.699376723277887	10.6762475910108	4.11620782375245
adam28_2	75.2336731096985	45.6493098204622	4.08523933297567	2.79370076128419	35.2159911262177	8.56376571041469
adam8a	0	0	0	0	0	0
adam8b	0	0	0	0	0	0
adam9	0	0	0	0	0	0
adamts1	0	0	0	0	0	0
adamts10	0	0	0	0	0	0
adamts12	0	0	0	0	0	0
adamts13	0	0	0	0	0	0
adamts13_1	5.55522902708744	4.56679497999723	4.11609965460084	3.14419670203738	3.10285835180298	12.0284366233909
adamts15a	0	0	0	0	0	0
adamts15a_1	14.4914820466775	8.65832408118696	4.6219861066513	11.2410769683059	13.8666060284042	11.3766814547115
adamts17	0	0	0	0	0	0
adamts18	0	0	0	0	0	0
adamts2	0	0	0	0	0	0
adamts2_1	7.53875252019473	6.23763575349316	1.05263835573606	5.03894493139601	8.74106607005234	11.7391890204605
adamts3	0	0	0	0	0	0
adamts3_1	8.1816385745695	5.30733959338978	1.59936662924103	8.03892081476908	5.66659217268121	7.13455559409044
adamts3_2	7.85437303158672	8.71920076056892	1.91923995508924	4.5936690370109	2.8332960863406	5.63254389007141
adamts5	0	0	0	0	0	0
adamts6	0	0	0	0	0	0
adamts7	0	0	0	0	0	0
adamts8a	0	0	0	0	0	0
adamts8a_1	15.9164854264337	16.491595020216	8.36480114925855	22.3599163582553	20.9464851588169	18.1707282498509
adamts9	0	0	0	0	0	0
adamtsl2	0	0	0	0	0	0
adamtsl3	0	0	0	0	0	0
adamtsl4	0	0	0	0	0	0
adamtsl5	0	0	0	0	0	0
adamtsl7	0	0	0	0	0	0
adamtsl7_1	2.71862093095518	2.02447160406515	0.569402827383777	3.40714058552634	2.5217588839266	0.89123791818121
adap2	0	0	0	0	0	0
adar	0	0	0	0	0	0
adarb1a	0	0	0	0	0	0
adarb1b	0	0	0	0	0	0
adarb2	0	0	0	0	0	0
adat1	0	0	0	0	0	0
adat2	0	0	0	0	0	0
adat3	0	0	0	0	0	0
adck1	0	0	0	0	0	0
adck2	0	0	0	0	0	0
adck2_1	38.8203865324511	42.0981715408277	26.7757452517336	29.9503474807999	27.1133904259904	31.2743995943952
adck3	0	0	0	0	0	0
adck4	0	0	0	0	0	0
adck4_1	36.3405896562086	36.9801410060817	16.4032108352517	36.6040666163658	40.5562343796534	41.4074569289539
adck5	0	0	0	0	0	0
adcy1a	0	0	0	0	0	0
adcy1b	0	0	0	0	0	0
adcy2a	0	0	0	0	0	0
adcy2a_1	0.963475506344474	2.79016088863717	1.88342537853982	1.69048029051362	1.5639887699435	0
adcy2b	0	0	0	0	0	0
adcy3a	0	0	0	0	0	0
adcy3b	0	0	0	0	0	0
adcy5	0	0	0	0	0	0
adcy6a	0	0	0	0	0	0
adcy6a_1	10.7174521738598	13.2467313669821	7.88352454361996	14.1518140433066	15.4842894544897	14.135387902976
adcy6a_2	8.01189066084454	9.06238983129391	5.71196478901882	11.3561595861802	13.7195562705321	11.8424961132036
adcy6b	0	0	0	0	0	0
adcy6b_1	20.1424050785448	19.6766536475198	10.2519806864967	17.4805721016584	20.2910562198635	26.3064102520683
adcy7	0	0	0	0	0	0
adcy8	0	0	0	0	0	0
adcy8_1	119.64284954601	191.787668780249	114.577945808222	10.0972170512582	9.52851852089498	183.829215287479
adcy9	0	0	0	0	0	0
adcyap1a	0	0	0	0	0	0
adcyap1b	0	0	0	0	0	0
adcyap1r1a	0	0	0	0	0	0
adcyap1r1b	0	0	0	0	0	0
adcyap1r1b_1	5.1088080688461	4.00890484119547	0.644311122737432	2.50599049700248	5.52867778845593	4.72727585216282
add1	0	0	0	0	0	0
add2	0	0	0	0	0	0
add3a	0	0	0	0	0	0
add3a_1	13.6670167413812	40.4582983388336	28.2008735961469	24.8678034892857	23.0070504865737	13.9390843950833
add3b	0	0	0	0	0	0
add3b_1	5.23530633527656	4.39149057675999	2.47030103639417	6.75728526382188	2.93046846856958	4.97128184719754
adgb	0	0	0	0	0	0
adgra1	0	0	0	0	0	0
adgra1a	0	0	0	0	0	0
adgra1a_1	3.20728204487143	9.13327391007059	7.05338216138004	5.62738445063791	5.2063109722967	5.67336439694829
adgra2	0	0	0	0	0	0
adgra3	0	0	0	0	0	0
adgrb1a	0	0	0	0	0	0
adgrb1b	0	0	0	0	0	0
adgrb2	0	0	0	0	0	0
adgrb3	0	0	0	0	0	0
adgrb3_1	1.64795500023651	0.587368358070123	0.12390240611278	0.444837534563231	0.274368143542948	0.581801760568901
adgrd1	0	0	0	0	0	0
adgrd2	0	0	0	0	0	0
adgre10	0	0	0	0	0	0
adgre13	0	0	0	0	0	0
adgre13_1	3.84967625561323	3.34452180203745	3.29238038348368	1.1257511291359	1.04151591331764	7.17778783886073
adgre14	0	0	0	0	0	0
adgre15	0	0	0	0	0	0
adgre5b.2	0	0	0	0	0	0
adgre5b.3	0	0	0	0	0	0
adgre9	0	0	0	0	0	0
adgrf11	0	0	0	0	0	0
adgrf3a	0	0	0	0	0	0
adgrf3a_1	0.850922138904329	4.92842766756851	1.24755248656068	2.98599620874049	4.02874308690003	8.42096709653284
adgrf3b	0	0	0	0	0	0
adgrf6	0	0	0	0	0	0
adgrf7	0	0	0	0	0	0
adgrf8	0	0	0	0	0	0
adgrg1	0	0	0	0	0	0
adgrg11	0	0	0	0	0	0
adgrg11_1	27.8374894724081	44.1263872885146	20.3789866571783	24.1247252758429	62.4460203682835	39.0528828914381
adgrg2a	0	0	0	0	0	0
adgrg3	0	0	0	0	0	0
adgrg4a	0	0	0	0	0	0
adgrg4a_1	1.18100940026886	0.410414946643993	0.577166482726648	2.48658914637983	0	1.76160993246528
adgrg6	0	0	0	0	0	0
adgrg7.1	0	0	0	0	0	0
adgrl1.1	0	0	0	0	0	0
adgrl1a	0	0	0	0	0	0
adgrl1a_1	0.347522576064333	0.201280446315043	0.0566121327652693	0.406500605690354	0.188041938685302	0.265830499549892
adgrl2a	0	0	0	0	0	0
adgrl3.1	0	0	0	0	0	0
adgrl4	0	0	0	0	0	0
adgrv1	0	0	0	0	0	0
adh5	0	0	0	0	0	0
adh5_1	897.10279070195	972.631499114593	848.929188268047	879.163671892236	854.214080193604	642.795856217574
adh8a	0	0	0	0	0	0
adh8a_1	134.624219111837	113.008679916411	72.457792223386	29.4825093008834	89.8518593327	111.597439863069
adh8b	0	0	0	0	0	0
adh8b_1	68.3135946868725	86.6690905789435	59.8333402306106	127.989710584777	86.40932563859	57.6842331814725
adhfe1	0	0	0	0	0	0
adi1	0	0	0	0	0	0
adipoqa	0	0	0	0	0	0
adipoqb	0	0	0	0	0	0
adipor1a	0	0	0	0	0	0
adipor1a_1	163.64386523861	182.464838492013	109.268951351351	147.656346505087	187.983757547078	233.450131659181
adipor1a_2	55.6064348033022	58.4671959467288	70.2374481809851	61.0407278909241	89.8018165260543	78.5262259294165
adipor1b	0	0	0	0	0	0
adipor2	0	0	0	0	0	0
adka	0	0	0	0	0	0
adkb	0	0	0	0	0	0
adm2a	0	0	0	0	0	0
adm2a_1	14.3080716144546	8.85856477301881	20.7362063950367	18.1790772556583	24.8277722608063	21.5119484017432
adm2b	0	0	0	0	0	0
adma	0	0	0	0	0	0
admb	0	0	0	0	0	0
admb_1	25.307963431397	3.66450881586279	4.77860564178347	3.70037199459086	13.0715024717296	14.5191183787581
admb_2	29.0466398473989	4.33078314601965	7.87064458646688	6.05515417296687	15.2500862170179	16.1690181945261
admp	0	0	0	0	0	0
adnp2a	0	0	0	0	0	0
adnp2b	0	0	0	0	0	0
adnpa	0	0	0	0	0	0
adnpa_1	280.378088755594	389.683419410273	228.898483785318	285.018766466212	296.020575384932	327.348422561708
adnpb	0	0	0	0	0	0
adnpb_1	89.4472926085379	103.042802348025	70.4806947547721	82.0426196630324	71.6394622558363	134.844997207734
adoa	0	0	0	0	0	0
adob	0	0	0	0	0	0
adora1b	0	0	0	0	0	0
adora2aa	0	0	0	0	0	0
adora2aa_1	33.2423610244359	55.5390364795731	32.1790702011157	20.5636113027883	16.9494767422938	33.3743609346591
adora2ab	0	0	0	0	0	0
adora2b	0	0	0	0	0	0
adpgk	0	0	0	0	0	0
adpgk_1	38.1080634188531	33.2615124609734	14.2059412992409	45.6120166699972	43.733572890068	38.4373348517692
adpgk2	0	0	0	0	0	0
adprh	0	0	0	0	0	0
adprhl1	0	0	0	0	0	0
adprhl2	0	0	0	0	0	0
adprhl2_1	348.860810717783	352.770378921224	386.427192667531	354.31447433889	379.297639153343	336.323592829386
adprm	0	0	0	0	0	0
adra1aa	0	0	0	0	0	0
adra1ab	0	0	0	0	0	0
adra1ab_1	1.53295491615736	3.8051445651923	1.07023485519572	3.07390727476628	0.473983289893057	1.00508867020436
adra1ba	0	0	0	0	0	0
adra1bb	0	0	0	0	0	0
adra1bb_1	10.0998629654116	5.57114864558566	3.99569984074607	3.37540283760637	3.38307196391614	1.93142244734613
adra1d	0	0	0	0	0	0
adra2a	0	0	0	0	0	0
adra2a_1	4.6458096816323	5.38158215102887	4.86521886535855	7.18097279802678	10.7734878594974	5.14020205741186
adra2a_2	4.47988790728829	5.38158215102887	4.54087094100131	6.98689245213417	9.87569720453928	4.75944634945542
adra2b	0	0	0	0	0	0
adra2c	0	0	0	0	0	0
adra2c_1	5.40555003097654	4.6962338467408	1.3208626018859	4.74219413289579	2.19367785899697	1.93821949104074
adra2c_2	5.40555003097654	5.47893948786428	2.97194085424327	7.11329119934368	3.65612976499495	2.32586338924888
adra2da	0	0	0	0	0	0
adra2db	0	0	0	0	0	0
adra2db_1	0.351653119503131	0.814691208188609	1.71855020017005	0	0.380553891404522	0
adrb1	0	0	0	0	0	0
adrb1_1	1.79714616355409	0.416353246445285	0.702621015499501	0.420427940119549	0	0.824814780953946
adrb2a	0	0	0	0	0	0
adrb2b	0	0	0	0	0	0
adrb2b_1	0.83230605580584	0.550926376493841	0.464860612259491	0.834477130673479	0.900709508347306	1.90996801214125
adrb3a	0	0	0	0	0	0
adrb3b	0	0	0	0	0	0
adrbk2	0	0	0	0	0	0
adrm1	0	0	0	0	0	0
adrm1_1	664.233051201194	277.840353740742	452.167232706287	499.450077189385	451.106322154734	549.084916219127
adsl	0	0	0	0	0	0
adsl_1	155.014843294545	96.3886047046729	108.947758939074	136.143407669108	156.533751395066	199.873132176634
adsl_2	75.3078680535938	112.201779933914	103.303374493914	125.146222563917	99.7636663005086	48.5671929437269
adss	0	0	0	0	0	0
adssl	0	0	0	0	0	0
adssl1	0	0	0	0	0	0
aebp1	0	0	0	0	0	0
aebp2	0	0	0	0	0	0
aep1	0	0	0	0	0	0
aes	0	0	0	0	0	0
aes_1	39.4887036772105	64.1090341331241	12.8655799034408	51.089302776654	48.5614781669574	62.1284565117937
afap1	0	0	0	0	0	0
afap1_1	29.3161718864334	27.082360243352	17.6938346861596	38.4063872192575	27.7598429802096	31.7871880738078
afap1l1a	0	0	0	0	0	0
afap1l1a_1	7.92296008023381	15.5622647115212	9.76417093321108	7.85728339111177	11.1836245637247	11.2646456652378
afap1l1a_2	4.65043309057202	17.1583944255233	7.40730208726357	9.06609622051357	11.5564120491822	7.31213841427716
afap1l1b	0	0	0	0	0	0
afap1l2	0	0	0	0	0	0
