LG2	516
LG2	739
LG2	131
LG2	1708
LG2	120
LG2	52
LG2	991
LG2	1197
LG2	44
LG2	377
LG2	86
LG2	230
LG2	71
LG2	320
LG2	312
LG2	212
LG2	709
LG2	850
LG2	1052
LG2	532
LG2	426
LG2	1126
LG2	487
LG2	91
LG2	508
LG2	327
LG2	515
LG2	956
LG2	340
LG2	320
LG2	410
LG2	255
LG2	112
LG2	281
LG2	419
LG2	239
LG2	52
LG2	108
LG2	615
LG2	1178
LG2	279
LG2	331
LG2	326
LG2	623
LG2	363
LG2	739
LG2	450
LG2	981
LG2	916
LG2	1075
LG2	103
LG2	457
LG2	309
LG2	396
LG2	336
LG2	87
LG2	602
LG2	1070
LG2	323
LG2	1255
LG2	114
LG2	884
LG2	152
LG2	235
LG2	438
LG2	273
LG2	473
LG2	502
LG2	190
LG2	153
LG2	86
LG2	452
LG2	305
LG2	427
LG2	401
LG2	152
LG2	94
LG2	486
LG2	919
LG2	1247
LG2	533
LG2	239
LG2	372
LG2	636
LG2	357
LG2	585
LG2	843
LG2	135
LG2	112
LG2	239
LG2	202
LG2	99
LG2	522
LG2	459
LG2	1145
LG2	724
LG2	500
LG2	327
LG2	64
LG2	313
LG2	1093
LG2	594
LG2	158
LG2	385
LG2	322
LG2	422
LG2	116
LG2	487
LG2	64
LG2	133
LG2	918
LG2	525
LG2	410
LG2	113
LG2	88
LG2	505
LG2	115
LG2	414
LG2	387
LG2	406
LG2	1156
LG2	1062
LG2	362
LG2	409
LG2	145
LG2	223
LG2	941
LG2	215
LG2	463
LG2	226
LG2	434
LG2	247
LG2	81
LG2	677
LG2	123
LG2	379
LG2	235
LG2	168
LG2	299
LG2	983
LG2	628
LG2	1143
LG2	64
LG2	49
LG2	231
LG2	815
LG2	228
LG2	215
LG2	709
LG2	155
LG2	269
LG2	270
LG2	101
LG2	259
LG2	287
LG2	696
LG2	227
LG2	257
LG2	781
LG2	229
LG2	640
LG2	150
LG2	1518
LG2	500
LG2	581
LG2	115
LG2	4046
LG2	185
LG2	212
LG2	152
LG2	1133
LG2	1364
LG2	617
LG2	773
LG2	131
LG2	190
LG2	705
LG2	94
LG2	512
LG2	164
LG2	225
LG2	1032
LG2	264
LG2	493
LG2	312
LG2	92
LG2	502
LG2	590
LG2	1072
LG2	200
LG2	864
LG2	197
LG2	230
LG2	128
LG2	307
LG2	178
LG2	686
LG2	368
LG2	159
LG2	775
LG2	654
LG2	126
LG2	548
LG2	295
LG2	88
LG2	524
LG2	309
LG2	578
LG2	683
LG2	471
LG2	319
LG2	203
LG2	695
LG2	185
LG2	397
LG2	502
LG2	731
LG2	855
LG2	134
LG2	126
LG2	671
LG2	549
LG2	189
LG2	118
LG2	112
LG2	407
LG2	49
LG2	311
LG2	108
LG2	466
LG2	243
LG2	318
LG2	106
LG2	30
LG2	362
LG2	273
LG2	125
LG2	198
LG2	330
LG2	77
LG2	179
LG2	113
LG2	778
LG2	1017
LG2	328
LG2	202
LG2	402
LG2	544
LG2	72
LG2	566
LG2	208
LG2	96
LG2	104
LG2	535
LG2	110
LG2	80
LG2	127
LG2	207
LG2	1041
LG2	101
LG2	110
LG2	1282
LG2	824
LG2	38
LG2	235
LG2	315
LG2	121
LG2	161
LG2	108
LG2	519
LG2	77
LG2	246
LG2	283
LG2	115
LG2	150
LG2	536
LG2	199
LG2	103
LG2	149
LG2	144
LG2	143
LG2	310
LG2	300
LG2	551
LG2	308
LG2	298
LG2	323
LG2	307
LG2	357
LG2	383
LG2	363
LG2	121
LG2	168
LG2	1154
LG2	87
LG2	613
LG2	611
LG2	128
LG2	368
LG2	108
LG2	354
LG2	62
LG2	363
LG2	345
LG2	106
LG2	1117
LG2	137
LG2	124
LG2	529
LG2	538
LG2	546
LG2	366
LG2	784
LG2	301
LG2	535
LG2	180
LG2	99
LG2	333
LG2	94
LG2	115
LG2	421
LG2	523
LG2	404
LG2	267
LG2	245
LG2	471
LG2	202
LG2	583
LG2	423
LG2	249
LG2	375
LG2	159
LG2	710
LG2	157
LG2	370
LG2	922
LG2	334
LG2	151
LG2	507
LG2	696
LG2	2068
LG2	53
LG2	477
LG2	528
LG2	82
LG2	109
LG2	601
LG2	2186
LG2	6364
LG2	346
LG2	103
LG2	483
LG2	771
LG2	833
LG2	289
LG2	1063
LG2	449
LG2	250
LG2	661
LG2	555
LG2	461
LG2	502
LG2	355
LG2	131
LG2	233
LG2	332
LG2	154
LG2	1102
LG2	1326
LG2	196
LG2	446
LG2	514
LG2	1351
LG2	285
LG2	45
LG2	604
LG2	371
LG2	236
LG2	3563
LG2	681
LG2	122
LG2	303
LG2	586
LG2	419
LG2	274
LG2	189
LG2	154
LG2	324
LG2	183
LG2	490
LG2	362
LG2	73
LG2	75
LG2	94
LG2	382
LG2	198
LG2	143
LG2	248
LG2	111
LG2	998
LG2	381
LG2	535
LG2	368
LG2	1427
LG2	330
LG2	53
LG2	189
LG2	117
LG2	128
LG2	1798
LG2	192
LG2	129
LG2	201
LG2	699
LG2	77
LG2	214
LG2	775
LG2	139
LG2	230
LG2	90
LG2	133
LG2	761
LG2	145
LG2	486
