LG2	13828	14344	516
LG2	15244	15983	739
LG2	23856	23987	131
LG2	23992	25700	1708
LG2	25810	25930	120
LG2	26029	26081	52
LG2	26422	27413	991
LG2	27683	28880	1197
LG2	29056	29100	44
LG2	29363	29740	377
LG2	30517	30603	86
LG2	30609	30839	230
LG2	30907	30978	71
LG2	32708	33028	320
LG2	49773	50085	312
LG2	50145	50357	212
LG2	58079	58788	709
LG2	63069	63919	850
LG2	68516	69568	1052
LG2	70962	71494	532
LG2	86415	86841	426
LG2	90417	91543	1126
LG2	94983	95470	487
LG2	95910	96001	91
LG2	97006	97514	508
LG2	99603	99930	327
LG2	101324	101839	515
LG2	108833	109789	956
LG2	131131	131471	340
LG2	134235	134555	320
LG2	134924	135334	410
LG2	135500	135755	255
LG2	135938	136050	112
LG2	138254	138535	281
LG2	140006	140425	419
LG2	158874	159113	239
LG2	159134	159186	52
LG2	159250	159358	108
LG2	159408	160023	615
LG2	160083	161261	1178
LG2	161831	162110	279
LG2	164869	165200	331
LG2	165245	165571	326
LG2	169415	170038	623
LG2	170087	170450	363
LG2	170842	171581	739
LG2	171669	172119	450
LG2	175399	176380	981
LG2	183584	184500	916
LG2	190872	191947	1075
LG2	192500	192603	103
LG2	201643	202100	457
LG2	203054	203363	309
LG2	203403	203799	396
LG2	213507	213843	336
LG2	214288	214375	87
LG2	216932	217534	602
LG2	219629	220699	1070
LG2	220726	221049	323
LG2	222441	223696	1255
LG2	223714	223828	114
LG2	225578	226462	884
LG2	233798	233950	152
LG2	252393	252628	235
LG2	252951	253389	438
LG2	254613	254886	273
LG2	261454	261927	473
LG2	267958	268460	502
LG2	268619	268809	190
LG2	272129	272282	153
LG2	277431	277517	86
LG2	280069	280521	452
LG2	285812	286117	305
LG2	286858	287285	427
LG2	287349	287750	401
LG2	313351	313503	152
LG2	313697	313791	94
LG2	316054	316540	486
LG2	323143	324062	919
LG2	326256	327503	1247
LG2	337449	337982	533
LG2	346003	346242	239
LG2	353232	353604	372
LG2	353707	354343	636
LG2	356366	356723	357
LG2	373250	373835	585
LG2	394318	395161	843
LG2	400648	400783	135
LG2	401964	402076	112
LG2	403554	403793	239
LG2	407621	407823	202
LG2	411609	411708	99
LG2	414632	415154	522
LG2	415185	415644	459
LG2	423475	424620	1145
LG2	428650	429374	724
LG2	441111	441611	500
LG2	477009	477336	327
LG2	486250	486314	64
LG2	486317	486630	313
LG2	494612	495705	1093
LG2	498526	499120	594
LG2	520585	520743	158
LG2	522874	523259	385
LG2	529340	529662	322
LG2	530443	530865	422
LG2	546666	546782	116
LG2	552810	553297	487
LG2	553301	553365	64
LG2	562222	562355	133
LG2	564717	565635	918
LG2	565658	566183	525
LG2	569462	569872	410
LG2	570270	570383	113
LG2	577380	577468	88
LG2	580107	580612	505
LG2	585537	585652	115
LG2	588623	589037	414
LG2	589197	589584	387
LG2	616383	616789	406
LG2	658690	659846	1156
LG2	663494	664556	1062
LG2	672447	672809	362
LG2	677266	677675	409
LG2	682952	683097	145
LG2	683184	683407	223
LG2	683800	684741	941
LG2	719672	719887	215
LG2	738398	738861	463
LG2	742885	743111	226
LG2	743257	743691	434
LG2	743711	743958	247
LG2	744273	744354	81
LG2	746473	747150	677
LG2	747301	747424	123
LG2	749444	749823	379
LG2	759892	760127	235
LG2	760564	760732	168
LG2	772750	773049	299
LG2	780199	781182	983
LG2	781339	781967	628
LG2	782396	783539	1143
LG2	783668	783732	64
LG2	788539	788588	49
LG2	800207	800438	231
LG2	800834	801649	815
LG2	801671	801899	228
LG2	807519	807734	215
LG2	811634	812343	709
LG2	813626	813781	155
LG2	816377	816646	269
LG2	818208	818478	270
LG2	826522	826623	101
LG2	826925	827184	259
LG2	828000	828287	287
LG2	830461	831157	696
LG2	855491	855718	227
LG2	861187	861444	257
LG2	866033	866814	781
LG2	873228	873457	229
LG2	873519	874159	640
LG2	933186	933336	150
LG2	936302	937820	1518
LG2	938021	938521	500
LG2	939617	940198	581
LG2	940265	940380	115
LG2	942101	946147	4046
LG2	946886	947071	185
LG2	947510	947722	212
LG2	947832	947984	152
LG2	953797	954930	1133
LG2	955059	956423	1364
LG2	956449	957066	617
LG2	958118	958891	773
LG2	959013	959144	131
LG2	959367	959557	190
LG2	960941	961646	705
LG2	966278	966372	94
LG2	966702	967214	512
LG2	967222	967386	164
LG2	978089	978314	225
LG2	985910	986942	1032
LG2	1001658	1001922	264
LG2	1007298	1007791	493
LG2	1009127	1009439	312
LG2	1010435	1010527	92
LG2	1012886	1013388	502
LG2	1014524	1015114	590
LG2	1018885	1019957	1072
LG2	1023436	1023636	200
LG2	1035560	1036424	864
LG2	1044007	1044204	197
LG2	1044342	1044572	230
LG2	1051790	1051918	128
LG2	1053377	1053684	307
LG2	1053725	1053903	178
LG2	1055558	1056244	686
LG2	1056727	1057095	368
LG2	1058073	1058232	159
LG2	1060515	1061290	775
LG2	1061769	1062423	654
LG2	1081233	1081359	126
LG2	1087083	1087631	548
LG2	1096986	1097281	295
LG2	1106093	1106181	88
LG2	1106740	1107264	524
LG2	1111720	1112029	309
LG2	1116431	1117009	578
LG2	1118601	1119284	683
LG2	1139653	1140124	471
LG2	1143082	1143401	319
LG2	1143434	1143637	203
LG2	1156611	1157306	695
LG2	1159808	1159993	185
LG2	1160002	1160399	397
LG2	1160402	1160904	502
LG2	1161160	1161891	731
LG2	1172727	1173582	855
LG2	1174182	1174316	134
LG2	1176378	1176504	126
LG2	1176516	1177187	671
LG2	1177363	1177912	549
LG2	1177925	1178114	189
LG2	1178137	1178255	118
LG2	1178493	1178605	112
LG2	1178627	1179034	407
LG2	1179097	1179146	49
LG2	1181790	1182101	311
LG2	1193904	1194012	108
LG2	1199137	1199603	466
LG2	1203698	1203941	243
LG2	1206168	1206486	318
LG2	1206613	1206719	106
LG2	1206958	1206988	30
LG2	1207116	1207478	362
LG2	1207927	1208200	273
LG2	1209126	1209251	125
LG2	1209588	1209786	198
LG2	1210926	1211256	330
LG2	1218448	1218525	77
LG2	1227018	1227197	179
LG2	1227330	1227443	113
LG2	1227708	1228486	778
LG2	1228704	1229721	1017
LG2	1229724	1230052	328
LG2	1230611	1230813	202
LG2	1231191	1231593	402
LG2	1242027	1242571	544
LG2	1245132	1245204	72
LG2	1256681	1257247	566
LG2	1260102	1260310	208
LG2	1260349	1260445	96
LG2	1261106	1261210	104
LG2	1274934	1275469	535
LG2	1286997	1287107	110
LG2	1292977	1293057	80
LG2	1306673	1306800	127
LG2	1318025	1318232	207
LG2	1325811	1326852	1041
LG2	1345630	1345731	101
LG2	1345737	1345847	110
LG2	1345900	1347182	1282
LG2	1347232	1348056	824
LG2	1348068	1348106	38
LG2	1348360	1348595	235
LG2	1348641	1348956	315
LG2	1350507	1350628	121
LG2	1350685	1350846	161
LG2	1352352	1352460	108
LG2	1356825	1357344	519
LG2	1358424	1358501	77
LG2	1364159	1364405	246
LG2	1366410	1366693	283
LG2	1368823	1368938	115
LG2	1369548	1369698	150
LG2	1370196	1370732	536
LG2	1372376	1372575	199
LG2	1373304	1373407	103
LG2	1373749	1373898	149
LG2	1374490	1374634	144
LG2	1376520	1376663	143
LG2	1379007	1379317	310
LG2	1382241	1382541	300
LG2	1400828	1401379	551
LG2	1403273	1403581	308
LG2	1410975	1411273	298
LG2	1414332	1414655	323
LG2	1416026	1416333	307
LG2	1441089	1441446	357
LG2	1459020	1459403	383
LG2	1466926	1467289	363
LG2	1471854	1471975	121
LG2	1480610	1480778	168
LG2	1490806	1491960	1154
LG2	1495969	1496056	87
LG2	1499694	1500307	613
LG2	1500407	1501018	611
LG2	1508113	1508241	128
LG2	1509773	1510141	368
LG2	1515253	1515361	108
LG2	1525471	1525825	354
LG2	1525876	1525938	62
LG2	1533293	1533656	363
LG2	1538514	1538859	345
LG2	1545920	1546026	106
LG2	1553206	1554323	1117
LG2	1558414	1558551	137
LG2	1562771	1562895	124
LG2	1566458	1566987	529
LG2	1571630	1572168	538
LG2	1574310	1574856	546
LG2	1574949	1575315	366
LG2	1575632	1576416	784
LG2	1576429	1576730	301
LG2	1584139	1584674	535
LG2	1587991	1588171	180
LG2	1590850	1590949	99
LG2	1590977	1591310	333
LG2	1591413	1591507	94
LG2	1595756	1595871	115
LG2	1597494	1597915	421
LG2	1606271	1606794	523
LG2	1606864	1607268	404
LG2	1608486	1608753	267
LG2	1610514	1610759	245
LG2	1611483	1611954	471
LG2	1633294	1633496	202
LG2	1643515	1644098	583
LG2	1657165	1657588	423
LG2	1663516	1663765	249
LG2	1663778	1664153	375
LG2	1669536	1669695	159
LG2	1674156	1674866	710
LG2	1678291	1678448	157
LG2	1678506	1678876	370
LG2	1679287	1680209	922
LG2	1680337	1680671	334
LG2	1680692	1680843	151
LG2	1683465	1683972	507
LG2	1686124	1686820	696
LG2	1686852	1688920	2068
LG2	1688925	1688978	53
LG2	1689742	1690219	477
LG2	1698444	1698972	528
LG2	1701611	1701693	82
LG2	1704722	1704831	109
LG2	1706166	1706767	601
LG2	1738232	1740418	2186
LG2	1764059	1770423	6364
LG2	1770426	1770772	346
LG2	1772763	1772866	103
LG2	1778063	1778546	483
LG2	1779177	1779948	771
LG2	1779958	1780791	833
LG2	1784600	1784889	289
LG2	1786541	1787604	1063
LG2	1787763	1788212	449
LG2	1791273	1791523	250
LG2	1791579	1792240	661
LG2	1800858	1801413	555
LG2	1805740	1806201	461
LG2	1811242	1811744	502
LG2	1812461	1812816	355
LG2	1814604	1814735	131
LG2	1814744	1814977	233
LG2	1822335	1822667	332
LG2	1827343	1827497	154
LG2	1838680	1839782	1102
LG2	1841426	1842752	1326
LG2	1842914	1843110	196
LG2	1843548	1843994	446
LG2	1844221	1844735	514
LG2	1845858	1847209	1351
LG2	1849884	1850169	285
LG2	1850562	1850607	45
LG2	1850686	1851290	604
LG2	1851410	1851781	371
LG2	1851870	1852106	236
LG2	1852652	1856215	3563
LG2	1860740	1861421	681
LG2	1882500	1882622	122
LG2	1884403	1884706	303
LG2	1886730	1887316	586
LG2	1889287	1889706	419
LG2	1890682	1890956	274
LG2	1893155	1893344	189
LG2	1893807	1893961	154
LG2	1911981	1912305	324
LG2	1912359	1912542	183
LG2	1914848	1915338	490
LG2	1922893	1923255	362
LG2	1938644	1938717	73
LG2	1938798	1938873	75
LG2	1953283	1953377	94
LG2	1967413	1967795	382
LG2	1967883	1968081	198
LG2	1970702	1970845	143
LG2	1975144	1975392	248
LG2	1975398	1975509	111
LG2	2005273	2006271	998
LG2	2006679	2007060	381
LG2	2015417	2015952	535
LG2	2025234	2025602	368
LG2	2026545	2027972	1427
LG2	2028169	2028499	330
LG2	2028625	2028678	53
LG2	2051355	2051544	189
LG2	2051562	2051679	117
LG2	2052285	2052413	128
LG2	2076041	2077839	1798
LG2	2104221	2104413	192
LG2	2104418	2104547	129
LG2	2104609	2104810	201
LG2	2105139	2105838	699
LG2	2109558	2109635	77
LG2	2114675	2114889	214
LG2	2119066	2119841	775
LG2	2122754	2122893	139
LG2	2125727	2125957	230
LG2	2131360	2131450	90
LG2	2131483	2131616	133
LG2	2131680	2132441	761
LG2	2132657	2132802	145
LG2	2133825	2134311	486
LG2	2134841	2134997	156
LG2	2135312	2135464	152
LG2	2135837	2135989	152
LG2	2136288	2136438	150
LG2	2137616	2137827	211
LG2	2137900	2138073	173
LG2	2139492	2139648	156
LG2	2141420	2141503	83
LG2	2141913	2142134	221
LG2	2142469	2142595	126
LG2	2143984	2144435	451
LG2	2144782	2144999	217
LG2	2145119	2145636	517
LG2	2145884	2146061	177
LG2	2146072	2146515	443
LG2	2147171	2147552	381
LG2	2148009	2148211	202
LG2	2149100	2149309	209
LG2	2152843	2153017	174
LG2	2153774	2153872	98
LG2	2157619	2157920	301
LG2	2158102	2158364	262
LG2	2158727	2160033	1306
LG2	2162370	2162656	286
LG2	2163582	2163716	134
LG2	2164029	2164236	207
LG2	2165307	2165525	218
LG2	2166158	2166425	267
LG2	2166556	2166699	143
LG2	2168840	2169106	266
LG2	2169255	2169388	133
LG2	2170127	2170261	134
LG2	2170399	2170578	179
LG2	2170833	2170960	127
LG2	2174071	2174299	228
LG2	2174752	2174887	135
LG2	2175881	2176162	281
LG2	2177059	2177276	217
LG2	2177328	2177930	602
LG2	2184374	2184959	585
LG2	2188489	2188721	232
LG2	2190431	2190612	181
LG2	2191394	2192058	664
LG2	2192207	2193201	994
LG2	2205010	2205177	167
LG2	2207210	2207377	167
LG2	2208141	2208372	231
LG2	2209356	2209646	290
LG2	2211377	2211490	113
LG2	2213025	2213160	135
LG2	2213552	2213605	53
