gene	zcount_h-brain-1_S11	zcount_h-brain-2_S12	zcount_h-brain-3_S13	zcount_h-testis-1_S16	zcount_h-testis-2_S17	zcount_n-testis-1_S33	zcount_n-testis-2_S34	zcount_n-testis-3_S35	zcount_wt-brain_S44
LOC101884142_1	5.11082047013451	3.99244840447658	4.25936895578906	8.16523199458747	8.34231953641985	9.93244990246676	13.0411003933745	7.61369389702603	2.02083675361534
LOC101884145	1.17591108998797	0.820172399502863	1.68438681433477	206.654598844832	40.3643353826346	115.69251977303	112.519907526306	113.379018539294	2.61539698856332
LOC101884146	0	0	0	0	0	0	0	0	0
LOC101884148	0	0	0	0	0	0	0	0	0
LOC101884148_1	44.4775998334613	35.5440320260485	35.1436625219136	31.0605909078489	34.3819270737526	54.6067413348069	58.4201990508594	74.4012103888311	41.7309213716607
LOC101884151	0	0	0	0	0	0	0	0	0
LOC101884153	0	0	0	0	0	0	0	0	0
LOC101884154	0	0	0	0	0	0	0	0	0
LOC101884156	0	0	0	0	0	0	0	0	0
LOC101884157	0	0	0	0	0	0	0	0	0
LOC101884161	1.41476803014178	2.70656891835945	4.42151538762876	86.842516455353	70.8316462243349	52.1330490335259	106.772362867169	72.2608766226834	4.19553266915366
LOC101884162	2.63212656770564	2.4478013473535	2.74202504659148	1.47550203173585	2.52728396850128	1.16257197589895	1.24376010329106	0.363067855554683	0
LOC101884165	0	0	0	0	0	0	0	0	0
LOC101884166	0	0	0	0	0	0	0	0	0
LOC101884167	0	0	0	0	0	0	0	0	0
LOC101884169	0	0	0	0	0	0	0	0	0
LOC101884172	0	0	0	0	0	0	0	0	0
LOC101884173	0	0	0	0	0	0	0	0	0
LOC101884175	0	0	0	0	0	0	0	0	0
LOC101884177	0	0	0	0	0	0	0	0	0
LOC101884178	3.84257983495299	0	0	19.3864572503071	20.2923742100496	0	23.6045706022739	3.18020547550676	0
LOC101884179	0	0	0	0	0	0	0	0	0
LOC101884182	0	0	0	0	0	0	0	0	0
LOC101884185	0	0	0	0	0	0	0	0	0
LOC101884186	3.02673225249133	7.3184102843809	11.5613908569007	0	0.968723919855027	0.445621186872127	0	0	3.49061064856653
LOC101884194	0	0	0	0	0	0	0	0	0
LOC101884197	0	0	0	0	0	0	0	0	0
LOC101884200	0	0	0	0	0	0	0	0	0
LOC101884202	0	0	0	0	0	0	0	0	0
LOC101884203	0	0	0	0	0	0	0	0	0
LOC101884206	0	0	0	0	0	0	0	0	0
LOC101884207	0	0	0	0	0	0	0	0	0
LOC101884208	0	0	0	0	0	0	0	0	0
LOC101884208_1	0	5.57532923257564	2.0818263997396	0	14.3909147323568	0	0.944299404264321	6.61564413524359	0
LOC101884209	2.6155375347159	1.94589922234993	1.81649558408651	0.733101324591445	1.67423713879706	1.54032645546276	0.411973759703552	0	0.430913719520918
LOC101884216	0	0	0	0	0	0	0	0	0
LOC101884217	0	0	0	0	0	0	0	0	0
LOC101884217_1	0.343352417684713	0.255446229960994	1.54998271846764	31.8545262816684	10.0001731803825	57.5273274273794	38.7223521475802	9.09331780751629	0.226271296736853
LOC101884223	22.4253913846076	50.914876174356	13.6947971426348	10.7287785155426	29.3282670965798	14.0035766016201	35.4440728565821	29.1196205713792	33.6337525775631
LOC101884227	0	0	0	0	0	0	0	0	0
LOC101884228	0	0	0	0.307179780374584	0.350764470980371	0.322709239788853	0.345245615526216	0.604686956610439	0
LOC101884231	0	0	0	0	0	0	0	0	0
LOC101884235	0	0	0	0	0	0	0	0	0
LOC101884237	0	0	0	0	0	0	0	0	0
LOC101884238	0	0	0	0	0	0	0	0	0
LOC101884238_1	0.443690615297493	0.990286560768246	1.84886364510017	24.2503438875901	61.3465308847323	73.6853530896923	88.8947171187559	77.1137493063006	2.19296076791116
LOC101884241	0	0	0	0	0	0	0	0	0
LOC101884245	0	0	0	0	0	0	0	0	0
LOC101884247	129.168321151945	166.724645370942	301.547349436282	892.455559517887	1164.0259275272	665.374818966247	1091.29377102913	1036.82649015209	163.066369741106
LOC101884250	0	0	0	0	0	0	0	0	0
LOC101884251	0	0	0	0	0	0	0	0	0
LOC101884253	0	0	0	0	0	0	0	0	0
LOC101884255	1.43267648621952	12.7905366606016	5.96997858245234	2.40936407713828	2.75122052267228	4.42954638918462	2.70793338944383	1.77857291265395	14.8702423716839
LOC101884261	0	0	0	0	0	0	0	0	0
LOC101884267	0	0	0	0	0	0	0	0	0
LOC101884274	0	0	0	0	0	0	0	0	0
LOC101884281	0	0	0	0	0	0	0	0	0
LOC101884284	0	0	0	0	0	0	0	0	0
LOC101884285	0	0	0	0	0	0	0	0	0
LOC101884286	0	0	0	0	0	0	0	0	0
LOC101884287	0	0	0	0	0	0	0	0	0
LOC101884288	0	0	0	0	0	0	0	0	0
LOC101884290	0	0	0	0	0	0	0	0	0
LOC101884295	0	0	0	0	0	0	0	0	0
LOC101884296	0	0	0	0	0	0	0	0	0
LOC101884298	1.1175905444567	8.10674891465531	25.0314395972281	13.1563390316267	16.6326592594857	6.41710509856612	6.33714752807906	18.4988612937916	10.4951086517429
LOC101884302	0	0	0	0	0	0	0	0	0
LOC101884305	0	0	0	0	0	0	0	0	0
LOC101884310	0	0	0	0	0	0	0	0	0
LOC101884314	0	0	0	0	0	0	0	0	0
LOC101884316	0	0	0	0	0	0	0	0	0
LOC101884319	0	0	0	0	0	0	0	0	0
LOC101884327	0.891192459931831	5.46996868014902	0.4642010905647	2.99747656840826	3.85062557405509	16.9259494758832	17.6868562719973	77.0761610520456	0.440475870777288
LOC101884329	0	0	0	0	0	0	0	0	0
LOC101884336	0	0	0	0	0	0	0	0	0
LOC101884337	0	0	0	0	0	0	0	0	0
LOC101884340	0	0	0	0	0	0	0	0	0
LOC101884341	0	0	0	0	0	0	0	0	0
LOC101884348	0	0	0	0	0	0	0	0	0
LOC101884350	0	0	0	0	0	0	0	0	0
LOC101884351	0	0	0	0	0	0	0	0	0
LOC101884353	0	0	0	0	0	0	0	0	0
LOC101884354	0	0	0	0	0	0	0	0	0
LOC101884357	0	0	0	0	0	0	0	0	0
LOC101884357_1	1.87588592101273	0.440720712056415	3.59985921065202	4.98113572490048	4.92950646227259	0.959375414845718	1.11967999147979	0.89883047697907	0.780770552229495
LOC101884359	0	0	0	0	0	0	0	0	0
LOC101884360	0	0	0	0	0	0	0	0	0
LOC101884360_1	1.45273730049564	10.8080283528421	11.3504479028976	1.42514213158617	0.697436007643584	10.0525622700154	2.97467167449893	3.20618148289129	3.11142835051976
LOC101884366	0	0	0	0	0	0	0	0	0
LOC101884367	0	0	0	0	0	0	0	0	0
LOC101884369	0	0	0	0	0	0	0	0	0
LOC101884372	228.703620249684	0	495.439226240706	61.1310184827202	1.45426437603541	120.415301737271	77.2946972220445	47.6334425966413	23.9550283786227
LOC101884374	0	0	0	0	0	0	0	0	0
LOC101884374_1	8.31938434029247	8.58783255196132	21.4501849075742	23.259862340746	30.1547281794632	22.414760588448	26.535349614317	22.5493887742079	23.4377902533409
LOC101884375	0	0	0	0	0	0	0	0	0
LOC101884377	0	0	0	0	0	0	0	0	0
LOC101884382	0	0	0	0	0	0	0	0	0
LOC101884387	0	0	0	0	0	0	0	0	0
LOC101884392	0	0	0	0	0	0	0	0	0
LOC101884401	5.27540621408799	2.94358484058866	10.0753928795307	4.43588428608721	8.44212794562926	2.33007010423815	14.1258121335642	14.5534826845224	10.4295727368792
LOC101884402	0	0	0	0	0	0	0	0	0
LOC101884404	0	0	0	0	0	0	0	0	0
LOC101884407	0	0	0	0	0	0	0	0	0
LOC101884413	0	0	0	0	0	0	0	0	0
LOC101884413_1	0.620636025186823	0.692608197785568	0.64654927569181	1.30467184884918	0	0.82237768384876	0	0.256826165020984	0.306752139319975
LOC101884416	0	0	0	0	0	0	0	0	0
LOC101884422	0	0	0	0	0	0	0	0	0
LOC101884425	0	0	0	0	0	0	0	0	0
LOC101884428	0	0	0	0	0	0	0	0	0
LOC101884429	0	0	0	0	0	0	0	0	0
LOC101884429_1	0.416665283308155	0.929967901444343	0	0	0	0.184034988152679	0	0	0.411877370465777
LOC101884430	0	0	0	0	0	0	0	0	0
LOC101884430_1	3.62876378690314	0.368143096120257	0	10.8181979250521	6.96844646958778	0.291413113195657	0	0.546044819323894	0.652193737653281
LOC101884431	0	0	0	0	0	0	0	0	0
LOC101884437	0	0	0	0	0	0	0	0	0
LOC101884438	0	0	0	0	0	0	0	0	0
LOC101884441	9.67613367765363	16.1973424907003	89.0412252500024	28.0249822426719	12.3876198663327	36.5647961435369	26.9255803362726	16.9061700407768	29.2262206659524
LOC101884443	0	3.02037401034315	2.81951705877776	0	0	0	3.83672953602178	1.11998540659151	1.33770606842581
LOC101884444	3.24607827212635	2.22923713559222	7.80371749120199	10.7080431743573	19.4199419745666	20.2930132784673	20.2942934142294	25.6253379831447	1.72780326527521
LOC101884446	0	0	0	0	0	0	0	0	0
LOC101884451	0	0	0	0	0	0	0	0	0
LOC101884456	0	0	0	0	0	0	0	0	0
LOC101884456_1	0	0	0	1.15378621401534	3.51331467186217	1.21211582204307	1.72901845365664	0.757080509966339	0
LOC101884462	0	0	0	0	0	0	0	0	0
LOC101884463	0	0	0	0	0	0	0	0	0
LOC101884467	0	0	0	0	0	0	0	0	0
LOC101884469	0	0	0	0	0	0	0	0	0
LOC101884473	0	0	0	0	0	0	0	0	0
LOC101884473_1	3.70534484084752	2.29724213749644	14.5824228833612	7.61610820547779	8.69673180430696	8.36482839008248	15.5634531443564	9.19988012557311	6.51158509498276
LOC101884473_2	1.97932570194717	1.65664393254115	8.24787184125769	8.73777524715749	5.70145620239	8.30527372607622	10.2882095666509	3.68580253043629	5.86974363887953
LOC101884482	0	0	0.649138061580466	1.30989576015589	2.09405335828522	1.65134097477539	0.294443708136473	0.773563494042183	1.2319215044562
LOC101884483	0	0	0	0	0	0	0	0	0
LOC101884484	0	0	0	0	0	0	0	0	0
LOC101884488	0	0	0	0	0	0	0	0	0
LOC101884494	7.32350509720452	15.1780139343294	91.5513774379603	63.3399544447008	86.3906363619285	61.9211235096028	46.4706400945607	20.7809056954122	9.30773634165183
LOC101884504	0	0	0	0	0	0	0	0	0
LOC101884506	0	0	0	0	0	0	0	0	0
LOC101884507	0	0	0	0	0	0	0	0	0
LOC101884509	0	0	0	0	0	0	0	0	0
LOC101884510	0	0	0	0	0	0	0	0	0
LOC101884513	0	0	0	0	0	0	0	0	0
LOC101884514	0	0	0	0	0	0	0	0	0
LOC101884517	0	0	0	0	0	0	0	0	0
LOC101884520	0	0	0	0	0	0	0	0	0
LOC101884521	0	0	0	0	0	0	0	0	0
LOC101884524	0	0	0	0	0	0	0	0	0
LOC101884526	0	0	0	0	0	0	0	0	0
LOC101884526_1	1.35105357192053	0	1.7593296894164	2.84012124665378	0.324309635675828	3.5804441319601	2.23444910580396	2.51586521068305	0.333882144045508
LOC101884528	0	0	0	0	0	0	0	0	0
LOC101884528_1	0.266138492202815	5.64302455117553	12.4762725773193	0.895142104759797	11.4991960815626	2.58608892287398	7.29399629621355	11.6738966279183	8.41856918650186
LOC101884528_2	0.898265415963035	1.50364939908858	1.87154090481641	0	1.29372869816137	11.5057718567142	1.27337343908371	1.48684931322394	2.66383026612931
LOC101884529	0	0	0	0	0	0	0	0	0
LOC101884531	0	0	0	0	0	0	0	0	0
LOC101884532	0	0	0	0	0	0	0	0	0
LOC101884533	0	0	0	0	0	0	0	0	0
LOC101884541	0	0	0	0	0	0	0	0	0
LOC101884545	0	0	0	0	0	0	0	0	0
LOC101884546	0	0	0	0	0	0	0	0	0
LOC101884549	0	0	0	0	0	0	0	0	0
LOC101884552	0	0	0	0	0	0	0	0	0
LOC101884556	0	0	0	0	0	0	0	0	0
LOC101884559	0	0	0	0	0	0	0	0	0
LOC101884560	0	0	0	0	0	0	0	0	0
LOC101884563	0	0	0	0	0	0	0	0	0
LOC101884567	0	0	0	0	0	0	0	0	0
LOC101884568	0	0	0	0	0	0	0	0	0
LOC101884570	0	0	0	0	0	0	0	0	0
LOC101884572	0	0	0	0	0	0	0	0	0
LOC101884577	0	0	0	0	0	0	0	0	0
LOC101884580	0	0	0	0	0	0	0	0	0
LOC101884581	0	0	0	0	0	0	0	0	0
LOC101884583	0	0	0	0	0	0	0	0	0
LOC101884583_1	2.41981703892083	0	1.26042550732534	0.508682551757329	0	0.534398974344223	0	0	0.598002712804539
LOC101884584	0	0	0	0	0	0	0	0	0
LOC101884584_1	0.858617838982598	0.479093808537189	0.447233740357852	1.08296761191371	6.18313095052295	1.89619498138001	1.62289249339772	2.84244572155639	0.424375718259221
LOC101884586	0	0	0	0	0	0	0	0	0
LOC101884589	0	0	0	0	0	0	0	0	0
LOC101884591	58.5804673494074	56.0346533046082	28.8366325866723	106.094241746252	73.5538948991889	80.7500613580445	124.108479717437	96.9650240329278	34.3625840120962
LOC101884593	0.309700464309643	0	0	1.04166038956874	0.892093520224704	0.82074111134359	0.292685835252076	0.512630136350343	0.306141687301429
LOC101884594	0	0	0	0	0	0	0	0	0
LOC101884596	0	0	0	0	0	0	0	0	0
LOC101884606	0	0	0	0	0	0	0	0	0
LOC101884608	0	0	0	0	0	0	0	0	0
LOC101884613	0	0	0	0	0	0	0	0	0
LOC101884616	0	0	0	0	0	0	0	0	0
LOC101884617	483.526216239851	5135.10530577149	652.725503555391	346.086912548003	36.2203233048206	35.6770004156024	56.9876925903062	138.576432691219	17.3277988138058
LOC101884619	0	0	0	0	0	0	0	0	0
LOC101884620	0	0	0	0	0	0	0	0	0
LOC101884621	0	0	0	0	0	0	0	0	0
LOC101884623	0	0	0	0	0	0	0	0	0
LOC101884623_1	55.8851012405132	60.6334433497814	17.7889729643584	16.9691932540095	23.8484851291991	20.5696961820526	22.006179383666	38.5431386807053	29.1559876260388
LOC101884626	0	0	0	0	0	0	0	0	0
LOC101884632	1.05957095023384	14.1893315209312	5.51905466824583	0.890952077886453	113.94501745985	15.4439029547291	165.224267678895	117.069453308569	6.80807003335006
LOC101884638	0	0	0	0	0	0	0	0	0
LOC101884641	0	0	0	0	0	0	0	0	0
LOC101884642	0	0	0	0	0	0	0	0	0
LOC101884644	0	0	0	0	0	0	0	0	0
LOC101884647	0	0	0	0	0	0	0	0	0
LOC101884648	0	0	0	0	0	0	0	0	0
LOC101884649	0	0	0	0	0	0	0	0	0
LOC101884650	0	0	0	0	0	0	0	0	0
LOC101884652	0	0	0	0	0	0	0	0	0
LOC101884653	0	0	0	0	0	0	0	0	0
LOC101884655	0	0	0	0	0	0	0	0	0
LOC101884662	0	0	0	0	0	0	0	0	0
LOC101884666	0	0	0	0	0	0	0	0	0
LOC101884668	0	0	0	0	0	0	0	0	0
LOC101884668_1	0	0.274037878650463	0	1.23889785978294	0.94312056576024	1.51845199692364	0.464140851168972	0.203232065890373	0.242739562712375
LOC101884669	0	0	0	0	0	0	0	0	0
LOC101884676	1.50543635613636	16.8001456439885	4.70487731694476	23.4184652878559	15.1774556584784	9.30901042854034	8.53637526756961	6.5411481424873	4.46441203005468
LOC101884680	0	0	0	0	0	0	0	0	0
LOC101884680_1	113.379658597702	0	56.7853698352789	8.25027865468411	0	23.1129896154201	1.03029514685932	8.12038455917487	21.5532326261251
LOC101884685	0	0	0	0	0	0	0	0	0
LOC101884686	0	0	0	0	0	0	0	0	0
LOC101884690	0	0	0	0	0	0	0	0	0
LOC101884691	0	0	0	0	0	0	0	0	0
LOC101884692	0	0	0	0	0	0	0	0	0
LOC101884693	2.71122793232746	0	6.21374404068618	15.9583641999479	11.4542321325019	8.62207125679763	15.8861100997882	22.8875066538648	1.60804388016343
LOC101884695	0	0	0	1.13134224587527	0.861243023848058	1.18853720014454	0.423846202346306	0.742353439527514	0.443331982331319
LOC101884696	0	0	0	0	0	0	0	0	0
LOC101884703	0	0	0	0	0	0	0	0	0
LOC101884705	0	0	0	0	0	0	0	0	0
LOC101884708	0	0	0	0	0	0	0	0	0
LOC101884710	0	0	0	0	0	0	0	0	0
LOC101884715	0	0	0	0	0	0	0	0	0
LOC101884718	0	0	0	0	0	0	0	0	0
LOC101884718_1	0.714693379176101	0	0	12.0191583411778	3.43112892394117	0	1.35085770116343	1.77448893352042	0
LOC101884727	0	0	0	0	0	0	0	0	0
LOC101884729	0	0	0	0	0	0	0	0	0
LOC101884731	0	0	0	0	0	0	0	0	0
LOC101884733	0	0	0	0	0	0	0	0	0
LOC101884738	0	0	0	0	0	0	0	0	0
LOC101884739	0	0	0	0	0	0	0	0	0
LOC101884740	0	0	0	0	0	0	0	0	0
LOC101884741	0	0	0	0	0	0	0	0	0
LOC101884742	0.403957127360405	0	0.420823441608622	5.77442172478323	1.93933373961892	1.0705318843612	1.90882066468745	2.3402680137733	0
LOC101884743	7.03387495211733	11.2136565355759	25.1230575697389	16.4761416340382	6.2712950453246	9.32028041695262	16.1437852955019	8.73208961071347	19.8658528321508
LOC101884747	0	0	0	0	0	0	0	0	0
LOC101884748	0	0	0	0	0	0	0	0	0
LOC101884750	0	0	0	0	0	0	0	0	0
LOC101884753	0	0	0	0	0	0	0	0	0
LOC101884755	0	0	0	0	0	0	0	0	0
LOC101884756	0	0	0	0	0	0	0	0	0
LOC101884757	0	0	0	0	0	0	0	0	0
LOC101884769	0	0	0	0	0	0	0	0	0
LOC101884770	0	0	0	0	0	0	0	0	0
LOC101884771	0	0	0	0	0	0	0	0	0
LOC101884771_1	0	0	0	31.6274529159089	21.6689785577239	9.96791319516987	5.33201083555896	0	0
LOC101884772	0	0	0	0	0	0	0	0	0
LOC101884772_1	8.66299310703118	4.14325659470532	2.57848478536336	10.4062494186539	7.12965397873421	22.9579074286368	16.3741141232474	6.14544676380232	8.56344640224869
LOC101884774	0	0	0	0	0	0	0	0	0
LOC101884775	0	0	0	0	0	0	0	0	0
LOC101884777	0	0	0	0	0	0	0	0	0
LOC101884777_1	0	0	0	0	1.92393559619276	2.36007100686783	0	0.552782496815551	0
LOC101884781	0	0	0	0	0	0	0	0	0
LOC101884782	0	0	0	0	0	0	0	0	0
LOC101884789	0	0	0	0	0	0	0	0	0
LOC101884790	0	0	0	0	0	0	0	0	0
LOC101884792	0	0	0	0	0	0	0	0	0
LOC101884799	0	0	0	0	0	0	0	0	0
LOC101884800	0	0	0	0	0	0	0	0	0
LOC101884801	0	0	0	0	0	0	0	0	0
LOC101884803	0	0	0	0	0	0	0	0	0
LOC101884804	0	0	0	0	0	0	0	0	0
LOC101884805	0	0	0	0	0	0	0	0	0
LOC101884810	0	0	0	0	0	0	0	0	0
LOC101884810_1	0	9.4945697819443	14.7719572555555	65.578334889991	20.4226420917045	32.5679046915839	79.0651781379127	71.5872221160769	2.80339312745271
LOC101884816	0	0	0	0	0	0	0	0	0
LOC101884818	0	0	0	0	0	0	0	0	0
LOC101884819	0	0	0	0	0	0	0	0	0
LOC101884821	0	0	0	0	0	0	0	0	0
LOC101884827	0	0	0	0	0	0	0	0	0
LOC101884827_1	3.81900572553609	0	5.96768948023514	24.0844024121913	0	0	28.8735474285483	0	1.88756071004868
LOC101884827_2	0	0	2.53315985749565	20.9578204844629	27.4336181170663	38.1275924478657	21.256880437204	30.6902251064041	2.40369059170262
LOC101884836	0	0	0	0	0	0	0	0	0
LOC101884840	0	0	0	0	0	0	0	0	0
LOC101884841	0	0	0	0	0	0	0	0	0
LOC101884843	0	0	0	0	0	0	0	0	0
LOC101884845	3.8906120828899	2.17089381993414	6.07958365798956	13.0858586439573	9.33910403985238	25.7764005281346	14.7074632214168	17.7097692417282	0
LOC101884846	0	0	0	0	0	0	0	0	0
LOC101884850	5.71575731710035	4.63897176880751	7.57833466549616	16.1661692763412	25.9436880172193	16.0654249257155	17.187352679452	13.7614233597888	7.19100757985158
LOC101884852	0	0	0	0	0	0	0	0	0
LOC101884857	0	0	0	0	0	0	0	0	0
LOC101884860	0	0	0	0	0	0	0	0	0
LOC101884862	0	0	0	0	0	0	0	0	0
LOC101884866	0	0	0	0	0	0	0	0	0
LOC101884869	0	0	0	0	0	0	0	0	0
LOC101884874	0	0	0	0	0	0	0	0	0
LOC101884876	0.408999956151369	0	0	0	0	0.361298649540213	0	0	0.404300125805434
LOC101884879	0	0	0	0	0	0	0	0	0
LOC101884880	0	0	0	0	0	0	0	0	0
LOC101884887	0	0	0	0	0	0	0	0	0
LOC101884894	0	0	0	0	0	0	0	0	0
LOC101884895	0	0	0	0	0	0	0	0	0
LOC101884896	0	0	0	0	0	0	0	0	0
LOC101884897	0	0	0	0	0	0	0	0	0
LOC101884898	0	0	0	0	0	0	0	0	0
LOC101884899	0	0	0	0	0	0	0	0	0
LOC101884906	0	0	0	0	0	0	0	0	0
LOC101884909	0	0	0	0	0	0	0	0	0
LOC101884910	0	0	0	0	0	0	0	0	0
LOC101884915	0	0	0	0	0	0	0	0	0
LOC101884918	6.60225080732831	3.15766373808602	25.546533350744	0	0.905610088712958	1.66635316545517	0	0	4.6617029657263
LOC101884919	0	0	0	0	0	0	0	0	0
LOC101884921	0	0	0	0	0	0	0	0	0
LOC101884923	0	0	0	0	0	0	0	0	0
LOC101884926	0	0	0	0	0	0	0	0	0
LOC101884927	2.20483329372745	6.5613791960229	19.1407592538042	9.88777984903503	6.35103179097398	5.84305655419344	9.02937529532083	12.7733872817875	7.99149079838793
LOC101884937	0	0	0	0	0	0	0	0	0
LOC101884938	0	0	0	0	0	0	0	0	0
LOC101884942	0	0	0	0	0	0	0	0	0
LOC101884945	0	0	0	0	0	0	0	0	0
LOC101884949	0	0	0	0	0	0	0	0	0
LOC101884952	0	2.69258148208885	12.5676147968776	1.01440764681839	5.79169242781542	1.06569097790737	1.14011342801681	0.998436602775377	2.38505733130182
LOC101884954	0	0	0	0	0	0	0	0	0
LOC101884954_1	82.2167081667299	733.461735892213	160.592775871422	737.828444925014	5004.35008927938	420.203963326571	570.723572805923	1641.97608933028	40.1522151670576
LOC101884955	0	0	0	0	0	0	0	0	0
LOC101884956	1.56932252082954	8.75654650057468	9.26412747884122	131.518377631705	133.101852534367	113.213994476513	103.323018933651	121.654885425226	2.06838585370041
LOC101884959	0	0	0	0	0	0	0	0	0
LOC101884960	0	0	0	0	0	0	0	0	0
LOC101884961	0	0	0	0	0	0	0	0	0
LOC101884963	0	0	0	0	0	0	0	0	0
LOC101884965	0	0	0	0	0	0	0	0	0
LOC101884965_1	2.53735570623254	1.88773375646447	1.7621981617361	7.11187969780287	3.24838401386169	6.72427839864381	3.99659326668935	2.79996351647877	18.3934584408548
LOC101884966	0	0	0	0	0	0	0	0	0
LOC101884968	0	0	0	0	0	0	0	0	0
LOC101884968_1	29.4776180096394	25.1557612560613	57.8040266089258	52.489238014759	28.3034685107504	30.6349049916548	26.2194330409659	48.792678994683	39.4232039107104
LOC101884973	0	0	0	0	0	0	0	0	0
LOC101884976	0	0	0	0	0	0	0	0	0
LOC101884979	0	0	0	0	0	0	0	0	0
LOC101884985	0	0	0	0	0	0	0	0	0
LOC101884989	2.68318074682062	2.49528025279786	8.85150111124916	8.27266925767415	10.3052182508716	4.34544683232921	10.1430780837357	6.29187203990345	6.63087059780033
LOC101884990	0	0	0	0	0	0	0	0	0
LOC101884991	0	0	0	0	0	0	0	0	0
LOC101884995	0	0	0	0	0	0	0	0	0
LOC101884995_1	0.398866680860135	0	0.69253409175447	39.5761978638264	34.7234350973409	30.7716562762182	51.6426090047186	47.0958408478719	0.262855528182773
LOC101884996	0	0	0	0	0	0	0	0	0
LOC101884997	0	0	0	0	0	0	0	0	0
LOC101885004	0	0	0	0	0	0	0	0	0
LOC101885006	0	0	0	0	0	0	0	0	0
LOC101885008	206.699919135006	207.60292248308	83.395842118279	23.0460911726271	25.2195214578292	23.9085454174002	31.621990268759	36.1041709129077	200.712353557897
LOC101885013	0	0	0	0	0	0	0	0	0
LOC101885014	0	0	0	0	0	0	0	0	0
LOC101885015	0	0	0	0	0	0	0	0	0
LOC101885016	0	0	0	0	0	0	0	0	0
LOC101885018	0	0	0	0	0	0	0	0	0
LOC101885027	0	0	0	0	0	0	0	0	0
LOC101885029	0	0	0	0	0	0	0	0	0
LOC101885030	0	0	0	0	0	0	0	0	0
LOC101885031	0	0	7.84750072465097	451.454925274478	363.618889085209	159.100980450884	174.74213728416	211.971715456549	0
LOC101885033	0	0	0	0	0	0	0	0	0
LOC101885037	0	0	0	0	0	0	0	0	0
LOC101885044	0	0	0	0	0	0	0	0	0
LOC101885047	0	0	0	0	0	0	0	0	0
LOC101885051	0	0	0	0	0	0	0	0	0
LOC101885053	0	0	0	0	0	0	0	0	0
LOC101885058	0	0	0	2.16295184197641	0	0	0	0	0
LOC101885062	0	0	0	0	0	0	0	0	0
LOC101885065	0	0	0	0	0	0	0	0	0
LOC101885066	0	0	0	0	0	0	0	0	0
LOC101885070	0	0	0	0	0	0	0	0	0
LOC101885075	0	0	0	0	0	0	0	0	0
LOC101885083	0	0	0	0	0	0	0	0	0
LOC101885084	0	0	0	0	0	0	0	0	0
LOC101885085	0	0	0	0	0	0	0	0	0
LOC101885086	2.40346692379299	4.47030902431741	11.6844851084484	11.4522315030772	14.6156377251744	12.0311985305064	12.114255420472	6.63054423464729	8.71144492436882
LOC101885087	0.643076377337173	0	0.446617715922097	5.22713361810966	9.05610088712957	4.35524122789419	10.3316890398383	4.08038760390433	0.635686768053585
LOC101885088	0	0	0	90.3868586747566	38.5117692365046	43.9350332025937	80.360366055164	59.7517987537224	0
LOC101885092	0	0	0	0	0	0	0	0	0
LOC101885094	0	0	0	0	0	0	0	0	0
LOC101885096	0	0	0	0	0	0	0	0	0
LOC101885099	0	0	0	0	0	0	0	0	0
LOC101885108	0	4.74998989660803	0	0	1.02171394624026	0	1.00563851086611	0	2.10374287684059
LOC101885114	0	0	0	0	0	0	0	0	0
LOC101885115	0	0	0	0	0	0	0	0	0
LOC101885115_1	10.3749655543731	5.78905018649104	5.40407436265738	4.3619528813191	0	13.7474136150051	0	0	0
LOC101885117	0	0	0	0	0	0	0	0	0
LOC101885123	0	0	0	0	0	0	0	0	0
LOC101885127	0	0	0	0	0	0	0	0	0
LOC101885127_1	0	0	0.582649526971145	14.1087424732693	25.2399146018652	18.2804781223788	12.1571124561576	10.6464021578959	2.2114817303715
LOC101885129	0	0	0	0	0	0	0	0	0
LOC101885134	0	0	0	0	0	0	0	0	0
LOC101885140	0	0	0	0	0	0	0	0	0
LOC101885143	0	0	0	0	0	0	0	0	0
LOC101885147	0	0	0	0	0	0	0	0	0
LOC101885149	0	0	0	0.286656268213741	0.65465789545515	0.602296324863313	1.28871528774736	0.282143092569603	0
LOC101885154	0	0	0	0	0	0	0	0	0
LOC101885155	0	0	0	0	0	0	0	0	0
LOC101885158	0	0	0	0	0	0	0	0	0
LOC101885160	0	0	0	0	0	0	0	0	0
LOC101885161	0	0	0	0	0	0	0	0	0
LOC101885164	0	0	0	0	0	0	0	0	0
LOC101885174	0	0	0	0	0	0	0	0	0
LOC101885178	0	0	0	0	0	0	0	0	0
LOC101885179	0	0	0	0	0	0	0	0	0
LOC101885180	0	0	0	0	0	0	0	0	0
LOC101885184	0	0	0	0	0	0	0	0	0
LOC101885185	0	0	0	0	0	0	0	0	0
LOC101885188	0	0	0	0	0	0	0	0	0
LOC101885192	15.7225857793119	34.4418701460084	84.9283903579458	194.39049136206	151.522376489429	200.617074269485	228.385303531823	191.811906677992	42.0207388005038
LOC101885193	0.201195194978146	0.224526833348069	0.628786932953024	2.53765843127808	3.47726174980928	0.88864987815159	0.380283470495587	0.666054669724751	1.591066041308
LOC101885194	0	0	0	0	0	0	0	0	0
LOC101885205	2.3729273186622	0.882701426148571	2.47200352040236	4.98825615398626	6.07575764727371	3.4936248068628	6.72768330331646	5.89166401942675	0.390943323682256
LOC101885209	18.7542830415087	30.588724044495	15.7801476174931	18.195863699593	21.4701997857093	11.4694528421827	9.54366095480117	4.77583580099276	5.70423908668247
